id,qb,p1,p2,opp_p1,sal,proj,actual,diff
50584,Ben Roethlisberger,JuJu Smith-Schuster,Eric Ebron,Tee Higgins,25300,50.7,71.32,1.406706114
50575,Ben Roethlisberger,Diontae Johnson,Eric Ebron,A.J. Green,24100,48,54.72,1.14
50545,Ben Roethlisberger,Chase Claypool,Eric Ebron,A.J. Green,24500,48,53.42,1.112916667
50586,Ben Roethlisberger,JuJu Smith-Schuster,Eric Ebron,A.J. Green,24800,47.7,52.32,1.096855346
50998,Derek Carr,Darren Waller,Henry Ruggs III,Mike Williams,25300,50.1,36.3,0.724550898
51008,Derek Carr,Darren Waller,Nelson Agholor,Mike Williams,24600,49.9,47.8,0.957915832
51002,Derek Carr,Darren Waller,Henry Ruggs III,Hunter Henry,24700,48.3,31,0.641821946
51012,Derek Carr,Darren Waller,Nelson Agholor,Hunter Henry,24000,48.1,42.5,0.883575884
52081,Tom Brady,Julian Edelman,N'Keal Harry,DeVante Parker,27400,51,42.94,0.841960784
52085,Tom Brady,Julian Edelman,N'Keal Harry,Albert Wilson,26100,47,34.44,0.732765957
52092,Tom Brady,Julian Edelman,N'Keal Harry,Mike Gesicki,26400,46.1,36.64,0.794793926
52464,Matthew Stafford,Kenny Golladay,Marvin Jones Jr.,Darren Waller,28000,58.2,75.84,1.303092784
52468,Matthew Stafford,Kenny Golladay,Marvin Jones Jr.,Tyrell Williams,27500,57,75.94,1.332280702
52472,Matthew Stafford,Kenny Golladay,Danny Amendola,Darren Waller,28300,55.2,57.64,1.044202899
52476,Matthew Stafford,Kenny Golladay,Danny Amendola,Tyrell Williams,27800,54,57.74,1.069259259
52481,Matthew Stafford,Kenny Golladay,T.J. Hockenson,Darren Waller,27300,53.3,60.34,1.132082552
52485,Matthew Stafford,Kenny Golladay,T.J. Hockenson,Tyrell Williams,26800,52.1,60.44,1.160076775
50189,Philip Rivers,T.Y. Hilton,Michael Pittman Jr.,Brandin Cooks,26000,52.8,37.92,0.718181818
50196,Philip Rivers,T.Y. Hilton,Michael Pittman Jr.,Keke Coutee,25300,52.6,40.82,0.776045627
50203,Philip Rivers,T.Y. Hilton,Michael Pittman Jr.,Chad Hansen,25000,49.4,41.52,0.84048583
50210,Philip Rivers,T.Y. Hilton,Michael Pittman Jr.,Jordan Akins,24400,47.3,36.52,0.772093023
52146,Kirk Cousins,Stefon Diggs,Kyle Rudolph,Kenny Golladay,28400,52.8,42.68,0.808333333
52152,Kirk Cousins,Stefon Diggs,Kyle Rudolph,Marvin Jones Jr.,27400,52.4,33.18,0.633206107
52154,Kirk Cousins,Stefon Diggs,Irv Smith Jr.,Kenny Golladay,28900,48.2,40.58,0.841908714
52161,Kirk Cousins,Stefon Diggs,Irv Smith Jr.,Marvin Jones Jr.,27900,47.8,31.08,0.650209205
51445,Ryan Fitzpatrick,DeVante Parker,Preston Williams,Tyler Lockett,26600,58,48.2,0.831034483
51447,Ryan Fitzpatrick,DeVante Parker,Preston Williams,DK Metcalf,26000,57.9,55.9,0.965457686
51456,Ryan Fitzpatrick,DeVante Parker,Mike Gesicki,Tyler Lockett,26800,57.3,46.2,0.806282723
51462,Ryan Fitzpatrick,DeVante Parker,Mike Gesicki,DK Metcalf,26200,57.2,53.9,0.942307692
51469,Ryan Fitzpatrick,Preston Williams,Mike Gesicki,Tyler Lockett,25800,55.7,34.2,0.614003591
51474,Ryan Fitzpatrick,Preston Williams,Mike Gesicki,DK Metcalf,25200,55.6,41.9,0.753597122
50138,Derek Carr,Darren Waller,Nelson Agholor,Jamison Crowder,25800,49.9,96.24,1.928657315
50141,Derek Carr,Darren Waller,Nelson Agholor,Breshad Perriman,25500,49.5,79.74,1.610909091
50143,Derek Carr,Darren Waller,Nelson Agholor,Denzel Mims,25100,49.2,84.04,1.708130081
50147,Derek Carr,Darren Waller,Henry Ruggs III,Jamison Crowder,25800,48.7,104.34,2.142505133
50153,Derek Carr,Darren Waller,Henry Ruggs III,Breshad Perriman,25500,48.3,87.84,1.81863354
50158,Derek Carr,Darren Waller,Henry Ruggs III,Denzel Mims,25100,48,92.14,1.919583333
51326,Matt Ryan,Calvin Ridley,Russell Gage,Allen Robinson II,28300,59,53.52,0.907118644
51338,Matt Ryan,Calvin Ridley,Hayden Hurst,Allen Robinson II,28400,57.4,56.52,0.98466899
51329,Matt Ryan,Calvin Ridley,Russell Gage,Anthony Miller,26900,54.6,42.22,0.773260073
51344,Matt Ryan,Calvin Ridley,Hayden Hurst,Anthony Miller,27000,53,45.22,0.853207547
51334,Matt Ryan,Calvin Ridley,Russell Gage,Jimmy Graham,26500,51.2,51.22,1.000390625
51349,Matt Ryan,Calvin Ridley,Hayden Hurst,Jimmy Graham,26600,49.6,54.22,1.093145161
51451,Ryan Fitzpatrick,DeVante Parker,Preston Williams,Greg Olsen,24100,48.1,49.3,1.024948025
51466,Ryan Fitzpatrick,DeVante Parker,Mike Gesicki,Greg Olsen,24300,47.4,47.3,0.997890295
50163,Derek Carr,Nelson Agholor,Henry Ruggs III,Jamison Crowder,24200,46.9,71.64,1.52750533
50169,Derek Carr,Nelson Agholor,Henry Ruggs III,Breshad Perriman,23900,46.5,55.14,1.185806452
50175,Derek Carr,Nelson Agholor,Henry Ruggs III,Denzel Mims,23500,46.2,59.44,1.286580087
51480,Ryan Fitzpatrick,Preston Williams,Mike Gesicki,Greg Olsen,23300,45.8,35.3,0.770742358
51866,Matt Ryan,Julio Jones,Calvin Ridley,Tyler Lockett,29400,57.1,87.7,1.535901926
51869,Matt Ryan,Julio Jones,Calvin Ridley,DK Metcalf,29000,56.8,92,1.61971831
51877,Matt Ryan,Julio Jones,Hayden Hurst,Tyler Lockett,28000,53.9,63.6,1.179962894
51879,Matt Ryan,Julio Jones,Hayden Hurst,DK Metcalf,27600,53.6,67.9,1.266791045
51873,Matt Ryan,Julio Jones,Calvin Ridley,Greg Olsen,27500,51.6,84.9,1.645348837
51875,Matt Ryan,Julio Jones,Calvin Ridley,Will Dissly,27500,50.7,76.3,1.504930966
51880,Matt Ryan,Julio Jones,Hayden Hurst,Greg Olsen,26100,48.4,60.8,1.256198347
51881,Matt Ryan,Julio Jones,Hayden Hurst,Will Dissly,26100,47.5,52.2,1.098947368
53122,Ben Roethlisberger,JuJu Smith-Schuster,Donte Moncrief,Tyler Lockett,27800,54.6,26.8,0.490842491
53112,Ben Roethlisberger,JuJu Smith-Schuster,Vance McDonald,Tyler Lockett,28000,54.6,46.1,0.844322344
53117,Ben Roethlisberger,JuJu Smith-Schuster,James Washington,Tyler Lockett,27900,54.6,30.1,0.551282051
53126,Ben Roethlisberger,JuJu Smith-Schuster,Donte Moncrief,DK Metcalf,27200,52.7,27.5,0.521821632
53114,Ben Roethlisberger,JuJu Smith-Schuster,Vance McDonald,DK Metcalf,27400,52.7,46.8,0.888045541
53120,Ben Roethlisberger,JuJu Smith-Schuster,James Washington,DK Metcalf,27300,52.7,30.8,0.584440228
51380,Ben Roethlisberger,Diontae Johnson,JuJu Smith-Schuster,Will Fuller V,26800,53.9,47.78,0.886456401
51384,Ben Roethlisberger,Diontae Johnson,JuJu Smith-Schuster,Brandin Cooks,26500,53.5,38.18,0.71364486
50114,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Michael Pittman Jr.,29800,53.1,61.94,1.166478343
50118,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,T.Y. Hilton,29700,52.1,52.94,1.016122841
50133,Aaron Rodgers,Davante Adams,Robert Tonyan,Michael Pittman Jr.,29600,52,69.84,1.343076923
50122,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Zach Pascal,29600,51.3,54.74,1.06705653
50135,Aaron Rodgers,Davante Adams,Robert Tonyan,T.Y. Hilton,29500,51,60.84,1.192941176
50136,Aaron Rodgers,Davante Adams,Robert Tonyan,Zach Pascal,29400,50.2,62.64,1.247808765
51387,Ben Roethlisberger,Diontae Johnson,JuJu Smith-Schuster,Jordan Akins,25800,50.1,38.18,0.762075848
50128,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Mo Alie-Cox,29200,49.2,48.44,0.984552846
50131,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Trey Burton,29500,48.7,57.34,1.177412731
50137,Aaron Rodgers,Davante Adams,Robert Tonyan,Mo Alie-Cox,29000,48.1,56.34,1.171309771
51405,Ben Roethlisberger,JuJu Smith-Schuster,Eric Ebron,Will Fuller V,25200,48,60.58,1.262083333
51392,Ben Roethlisberger,Diontae Johnson,Eric Ebron,Will Fuller V,24500,48,47.18,0.982916667
50139,Aaron Rodgers,Davante Adams,Robert Tonyan,Trey Burton,29300,47.6,65.24,1.370588235
51410,Ben Roethlisberger,JuJu Smith-Schuster,Eric Ebron,Brandin Cooks,24900,47.6,50.98,1.071008403
51396,Ben Roethlisberger,Diontae Johnson,Eric Ebron,Brandin Cooks,24200,47.6,37.58,0.789495798
51400,Ben Roethlisberger,Diontae Johnson,Eric Ebron,Jordan Akins,23500,44.2,37.58,0.850226244
51414,Ben Roethlisberger,JuJu Smith-Schuster,Eric Ebron,Jordan Akins,24200,44.2,50.98,1.153393665
51719,Drew Brees,Tre'Quan Smith,Jared Cook,Robby Anderson,25500,52.7,52.18,0.990132827
51721,Drew Brees,Tre'Quan Smith,Jared Cook,DJ Moore,25700,51.6,65.08,1.26124031
51723,Drew Brees,Tre'Quan Smith,Jared Cook,Ian Thomas,23700,43.4,43.38,0.999539171
52970,Daniel Jones,Evan Engram,Sterling Shepard,Trey Quinn,26000,54.5,37.1,0.680733945
52976,Daniel Jones,Evan Engram,Sterling Shepard,Vernon Davis,25700,54,36.1,0.668518519
51036,Ryan Tannehill,A.J. Brown,Corey Davis,Allen Robinson II,27900,57.9,44.32,0.765457686
51055,Ryan Tannehill,A.J. Brown,Jonnu Smith,Allen Robinson II,27600,55.8,54.52,0.977060932
51101,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,Adam Thielen,27300,54.5,39.44,0.723669725
52184,Sam Darnold,Robby Anderson,Jamison Crowder,DeVante Parker,27300,54.3,47.9,0.88213628
51106,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,Justin Jefferson,26400,53.4,42.54,0.796629213
52188,Sam Darnold,Robby Anderson,Ryan Griffin,DeVante Parker,26900,51.5,44.7,0.867961165
52194,Sam Darnold,Jamison Crowder,Ryan Griffin,DeVante Parker,26500,51,27.7,0.543137255
51042,Ryan Tannehill,A.J. Brown,Corey Davis,Darnell Mooney,26500,52.5,39.52,0.752761905
51064,Ryan Tannehill,A.J. Brown,Anthony Firkser,Allen Robinson II,26800,52.1,47.72,0.915930902
51112,Matthew Stafford,Marvin Jones Jr.,Marvin Hall,Adam Thielen,25900,51.8,31.34,0.605019305
51122,Matthew Stafford,T.J. Hockenson,Marvin Hall,Adam Thielen,25800,51.6,31.94,0.618992248
51048,Ryan Tannehill,A.J. Brown,Corey Davis,Jimmy Graham,26300,50.9,47.22,0.927701375
51116,Matthew Stafford,Marvin Jones Jr.,Marvin Hall,Justin Jefferson,25000,50.7,34.44,0.679289941
51125,Matthew Stafford,T.J. Hockenson,Marvin Hall,Justin Jefferson,24900,50.5,35.04,0.693861386
51059,Ryan Tannehill,A.J. Brown,Jonnu Smith,Darnell Mooney,26200,50.4,49.72,0.986507937
52186,Sam Darnold,Robby Anderson,Jamison Crowder,Mike Gesicki,25500,48.8,45.2,0.926229508
52191,Sam Darnold,Robby Anderson,Ryan Griffin,Mike Gesicki,25100,46,42,0.913043478
52197,Sam Darnold,Jamison Crowder,Ryan Griffin,Mike Gesicki,24700,45.5,25,0.549450549
52108,Ryan Tannehill,A.J. Brown,Tajae Sharpe,Keke Coutee,26100,46.3,41.32,0.892440605
52109,Ryan Tannehill,A.J. Brown,Tajae Sharpe,DeAndre Hopkins,29000,45.8,40.12,0.875982533
52122,Ryan Tannehill,A.J. Brown,Jonnu Smith,Keke Coutee,26300,45.8,40.22,0.878165939
52145,Ryan Tannehill,A.J. Brown,Corey Davis,Keke Coutee,25700,45.7,45.92,1.004814004
52114,Ryan Tannehill,A.J. Brown,Tajae Sharpe,Kenny Stills,26500,45.5,40.12,0.881758242
52116,Ryan Tannehill,A.J. Brown,Tajae Sharpe,DeAndre Carter,25200,45.5,44.82,0.985054945
52125,Ryan Tannehill,A.J. Brown,Jonnu Smith,DeAndre Hopkins,29200,45.3,39.02,0.861368653
52149,Ryan Tannehill,A.J. Brown,Corey Davis,DeAndre Hopkins,28600,45.2,44.72,0.989380531
52136,Ryan Tannehill,A.J. Brown,Jonnu Smith,DeAndre Carter,25400,45,43.72,0.971555556
52130,Ryan Tannehill,A.J. Brown,Jonnu Smith,Kenny Stills,26700,45,39.02,0.867111111
51062,Ryan Tannehill,A.J. Brown,Jonnu Smith,Jimmy Graham,26000,48.8,57.42,1.176639344
51108,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,Irv Smith Jr.,24200,46.9,48.64,1.037100213
51070,Ryan Tannehill,A.J. Brown,Anthony Firkser,Darnell Mooney,25400,46.7,42.92,0.919057816
51073,Ryan Tannehill,A.J. Brown,Anthony Firkser,Jimmy Graham,25200,45.1,50.62,1.122394678
52162,Ryan Tannehill,A.J. Brown,Corey Davis,DeAndre Carter,24800,44.9,49.42,1.100668151
52158,Ryan Tannehill,A.J. Brown,Corey Davis,Kenny Stills,26100,44.9,44.72,0.995991091
52120,Ryan Tannehill,A.J. Brown,Tajae Sharpe,Darren Fells,25500,44.7,40.12,0.89753915
52141,Ryan Tannehill,A.J. Brown,Jonnu Smith,Darren Fells,25700,44.2,39.02,0.88280543
51119,Matthew Stafford,Marvin Jones Jr.,Marvin Hall,Irv Smith Jr.,22800,44.2,40.54,0.91719457
52166,Ryan Tannehill,A.J. Brown,Corey Davis,Darren Fells,25100,44.1,44.72,1.014058957
51129,Matthew Stafford,T.J. Hockenson,Marvin Hall,Irv Smith Jr.,22700,44,41.14,0.935
50324,Cam Newton,Jakobi Meyers,Damiere Byrd,Keenan Allen,26800,50.6,35.96,0.710671937
52506,Jameis Winston,Chris Godwin,Mike Evans,Tyler Lockett,31300,67.2,94.3,1.40327381
52508,Jameis Winston,Chris Godwin,Mike Evans,DK Metcalf,30500,62,84.6,1.364516129
50390,Derek Carr,Darren Waller,Nelson Agholor,Noah Fant,26500,54.2,58.14,1.072693727
50395,Derek Carr,Darren Waller,Nelson Agholor,Tim Patrick,26100,54,56.94,1.054444444
50400,Derek Carr,Darren Waller,Nelson Agholor,Jerry Jeudy,25900,53.8,75.84,1.409665428
52510,Jameis Winston,Chris Godwin,Cameron Brate,Tyler Lockett,28300,58.1,64.3,1.106712565
52514,Jameis Winston,Mike Evans,Cameron Brate,Tyler Lockett,28200,57.2,83.9,1.466783217
52512,Jameis Winston,Chris Godwin,Cameron Brate,DK Metcalf,27500,52.9,54.6,1.032136106
52520,Jameis Winston,Mike Evans,Cameron Brate,DK Metcalf,27400,52,74.2,1.426923077
52773,Jared Goff,Cooper Kupp,Robert Woods,George Kittle,29000,58.7,26.72,0.455195911
52779,Jared Goff,Cooper Kupp,Brandin Cooks,George Kittle,28400,57.8,23.82,0.412110727
52787,Jared Goff,Cooper Kupp,Gerald Everett,George Kittle,27900,53.9,21.02,0.389981447
52775,Jared Goff,Cooper Kupp,Robert Woods,Deebo Samuel,27900,53.5,15.82,0.295700935
52783,Jared Goff,Cooper Kupp,Brandin Cooks,Deebo Samuel,27300,52.6,12.92,0.245627376
53064,Carson Wentz,Zach Ertz,Nelson Agholor,Kenny Golladay,26400,56.2,51.76,0.920996441
53065,Carson Wentz,Zach Ertz,Nelson Agholor,Marvin Jones Jr.,24800,54.2,68.16,1.257564576
53069,Carson Wentz,Zach Ertz,JJ Arcega-Whiteside,Kenny Golladay,26200,53.6,34.26,0.639179104
50273,Daniel Jones,Sterling Shepard,Darius Slayton,Tyler Boyd,25400,52.4,23.72,0.452671756
50276,Daniel Jones,Sterling Shepard,Darius Slayton,Tee Higgins,24700,51.9,33.62,0.6477842
53073,Carson Wentz,Zach Ertz,JJ Arcega-Whiteside,Marvin Jones Jr.,24600,51.6,50.66,0.981782946
53067,Carson Wentz,Zach Ertz,Nelson Agholor,T.J. Hockenson,24900,50.9,49.66,0.975638507
50281,Daniel Jones,Sterling Shepard,Evan Engram,Tyler Boyd,25100,49.4,37.62,0.761538462
50292,Daniel Jones,Darius Slayton,Evan Engram,Tyler Boyd,25600,49.3,27.32,0.554158215
50287,Daniel Jones,Sterling Shepard,Evan Engram,Tee Higgins,24400,48.9,47.52,0.971779141
50296,Daniel Jones,Darius Slayton,Evan Engram,Tee Higgins,24900,48.8,37.22,0.762704918
52790,Jared Goff,Cooper Kupp,Gerald Everett,Deebo Samuel,26800,48.7,10.12,0.207802875
50173,Joe Burrow,Tyler Boyd,Tee Higgins,Terry McLaurin,28100,57.3,39.32,0.686212914
50322,Ryan Tannehill,A.J. Brown,Corey Davis,Michael Pittman Jr.,26700,54.5,55.24,1.013577982
50328,Ryan Tannehill,A.J. Brown,Corey Davis,T.Y. Hilton,26400,51.9,67.54,1.301348748
50341,Ryan Tannehill,A.J. Brown,Jonnu Smith,Michael Pittman Jr.,26700,51.4,46.74,0.909338521
51730,Andy Dalton,Amari Cooper,CeeDee Lamb,Terry McLaurin,28300,58.7,34.2,0.582623509
51742,Andy Dalton,Amari Cooper,Michael Gallup,Terry McLaurin,27700,56.6,34.1,0.602473498
51754,Andy Dalton,CeeDee Lamb,Michael Gallup,Terry McLaurin,26100,55.7,22.2,0.398563734
50181,Joe Burrow,Tyler Boyd,A.J. Green,Terry McLaurin,27100,53.1,47.32,0.891148776
50208,Philip Rivers,Michael Pittman Jr.,T.Y. Hilton,Brandin Cooks,24700,53.1,56.3,1.060263653
50192,Joe Burrow,Tee Higgins,A.J. Green,Terry McLaurin,27000,52.9,38.42,0.726275992
50177,Joe Burrow,Tyler Boyd,Tee Higgins,Logan Thomas,26000,50.8,30.22,0.59488189
50224,Philip Rivers,Michael Pittman Jr.,Trey Burton,Brandin Cooks,24600,49.7,36.9,0.742454728
50213,Philip Rivers,Michael Pittman Jr.,T.Y. Hilton,Keke Coutee,23000,48.8,65.4,1.340163934
50333,Ryan Tannehill,A.J. Brown,Corey Davis,Trey Burton,26400,48.8,63.14,1.293852459
50243,Philip Rivers,Michael Pittman Jr.,Mo Alie-Cox,Brandin Cooks,23900,48.3,39.1,0.80952381
50257,Philip Rivers,T.Y. Hilton,Trey Burton,Brandin Cooks,24600,48.2,50.8,1.053941909
50187,Joe Burrow,Tyler Boyd,A.J. Green,Logan Thomas,25000,46.6,38.22,0.820171674
50198,Joe Burrow,Tee Higgins,A.J. Green,Logan Thomas,24900,46.4,29.32,0.631896552
52986,Matthew Stafford,Kenny Golladay,Marvin Jones Jr.,Travis Kelce,27100,59.6,65.84,1.104697987
52990,Matthew Stafford,Kenny Golladay,Marvin Jones Jr.,Sammy Watkins,26400,57.9,58.74,1.014507772
53001,Matthew Stafford,Kenny Golladay,T.J. Hockenson,Travis Kelce,26400,55.9,66.84,1.195706619
52993,Matthew Stafford,Kenny Golladay,Marvin Jones Jr.,Demarcus Robinson,26200,54.9,59.34,1.080874317
52999,Matthew Stafford,Kenny Golladay,Marvin Jones Jr.,Mecole Hardman,26000,54.7,53.74,0.982449726
53009,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,Travis Kelce,25600,54.5,54.84,1.006238532
53004,Matthew Stafford,Kenny Golladay,T.J. Hockenson,Sammy Watkins,25700,54.2,59.74,1.102214022
53012,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,Sammy Watkins,24900,52.8,47.74,0.904166667
53006,Matthew Stafford,Kenny Golladay,T.J. Hockenson,Demarcus Robinson,25500,51.2,60.34,1.178515625
53007,Matthew Stafford,Kenny Golladay,T.J. Hockenson,Mecole Hardman,25300,51,54.74,1.073333333
53015,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,Demarcus Robinson,24700,49.8,48.34,0.970682731
53017,Matthew Stafford,Marvin Jones Jr.,T.J. Hockenson,Mecole Hardman,24500,49.6,42.74,0.861693548
50345,Ryan Tannehill,A.J. Brown,Jonnu Smith,T.Y. Hilton,26400,48.8,59.04,1.209836066
51751,Andy Dalton,Amari Cooper,Dalton Schultz,Terry McLaurin,27300,53.2,37.3,0.70112782
51757,Andy Dalton,CeeDee Lamb,Dalton Schultz,Terry McLaurin,25700,52.3,25.4,0.485659656
51734,Andy Dalton,Amari Cooper,CeeDee Lamb,Dontrelle Inman,26100,51,15.7,0.307843137
51738,Andy Dalton,Amari Cooper,CeeDee Lamb,Logan Thomas,26200,50.5,29.7,0.588118812
51744,Andy Dalton,Amari Cooper,Michael Gallup,Dontrelle Inman,25500,48.9,15.6,0.319018405
50339,Ryan Tannehill,A.J. Brown,Corey Davis,Mo Alie-Cox,25800,48.6,54.34,1.118106996
51748,Andy Dalton,Amari Cooper,Michael Gallup,Logan Thomas,25600,48.4,29.6,0.611570248
53076,Carson Wentz,Zach Ertz,JJ Arcega-Whiteside,T.J. Hockenson,24700,48.3,32.16,0.665838509
51755,Andy Dalton,CeeDee Lamb,Michael Gallup,Dontrelle Inman,23900,48,3.7,0.077083333
51756,Andy Dalton,CeeDee Lamb,Michael Gallup,Logan Thomas,24000,47.5,17.7,0.372631579
50267,Philip Rivers,T.Y. Hilton,Mo Alie-Cox,Brandin Cooks,23900,46.8,53,1.132478632
50329,Cam Newton,Jakobi Meyers,Damiere Byrd,Mike Williams,24500,46.7,34.96,0.748608137
50219,Philip Rivers,Michael Pittman Jr.,T.Y. Hilton,Jordan Akins,23400,46,49.3,1.07173913
50350,Ryan Tannehill,A.J. Brown,Jonnu Smith,Trey Burton,26400,45.7,54.64,1.195623632
50335,Cam Newton,Jakobi Meyers,Damiere Byrd,Hunter Henry,24700,45.7,29.66,0.649015317
50357,Ryan Tannehill,A.J. Brown,Jonnu Smith,Mo Alie-Cox,25800,45.5,45.84,1.007472527
51752,Andy Dalton,Amari Cooper,Dalton Schultz,Dontrelle Inman,25100,45.5,18.8,0.413186813
50229,Philip Rivers,Michael Pittman Jr.,Trey Burton,Keke Coutee,22900,45.4,46,1.013215859
51753,Andy Dalton,Amari Cooper,Dalton Schultz,Logan Thomas,25200,45,32.8,0.728888889
51759,Andy Dalton,CeeDee Lamb,Dalton Schultz,Dontrelle Inman,23500,44.6,6.9,0.15470852
51760,Andy Dalton,CeeDee Lamb,Dalton Schultz,Logan Thomas,23600,44.1,20.9,0.473922902
50249,Philip Rivers,Michael Pittman Jr.,Mo Alie-Cox,Keke Coutee,22200,44,48.2,1.095454545
50260,Philip Rivers,T.Y. Hilton,Trey Burton,Keke Coutee,22900,43.9,59.9,1.364464692
50237,Philip Rivers,Michael Pittman Jr.,Trey Burton,Jordan Akins,23300,42.6,29.9,0.701877934
50269,Philip Rivers,T.Y. Hilton,Mo Alie-Cox,Keke Coutee,22200,42.5,62.1,1.461176471
50253,Philip Rivers,Michael Pittman Jr.,Mo Alie-Cox,Jordan Akins,22600,41.2,32.1,0.779126214
50263,Philip Rivers,T.Y. Hilton,Trey Burton,Jordan Akins,23300,41.1,43.8,1.065693431
50271,Philip Rivers,T.Y. Hilton,Mo Alie-Cox,Jordan Akins,22600,39.7,46,1.158690176
52470,Matt Ryan,Julio Jones,Calvin Ridley,DJ Moore,26900,59.1,65.94,1.115736041
52474,Matt Ryan,Julio Jones,Calvin Ridley,Curtis Samuel,27200,56.7,56.94,1.004232804
52812,Kyler Murray,Larry Fitzgerald,KeeSean Johnson,Tyler Boyd,24500,54.8,61.52,1.122627737
52479,Matt Ryan,Julio Jones,Calvin Ridley,Greg Olsen,26000,54.3,60.64,1.116758748
52817,Kyler Murray,Larry Fitzgerald,KeeSean Johnson,Auden Tate,23100,51.5,48.32,0.938252427
52821,Kyler Murray,Larry Fitzgerald,KeeSean Johnson,Tyler Eifert,22400,49.6,40.62,0.818951613
52670,Matt Ryan,Julio Jones,Austin Hooper,Tyler Lockett,29200,62.2,48.7,0.782958199
52681,Matt Ryan,Julio Jones,Calvin Ridley,Tyler Lockett,28000,60.8,44.2,0.726973684
52676,Matt Ryan,Julio Jones,Austin Hooper,DK Metcalf,28600,57.8,50.5,0.873702422
52685,Matt Ryan,Julio Jones,Calvin Ridley,DK Metcalf,27400,56.4,46,0.815602837
52828,Jacoby Brissett,T.Y. Hilton,Eric Ebron,DeAndre Hopkins,28200,54,80.14,1.484074074
52841,Jacoby Brissett,T.Y. Hilton,Jack Doyle,DeAndre Hopkins,27800,53.2,68.74,1.292105263
52832,Jacoby Brissett,T.Y. Hilton,Eric Ebron,Will Fuller V,26500,51.4,60.14,1.170038911
52127,Sam Darnold,Jamison Crowder,Robby Anderson,Tyler Boyd,26000,51.2,40.26,0.786328125
52844,Jacoby Brissett,T.Y. Hilton,Jack Doyle,Will Fuller V,26100,50.6,48.74,0.963241107
52140,Sam Darnold,Jamison Crowder,Ryan Griffin,Tyler Boyd,25500,49.6,32.16,0.648387097
52132,Sam Darnold,Jamison Crowder,Robby Anderson,Auden Tate,25200,48.4,34.46,0.711983471
52155,Sam Darnold,Robby Anderson,Ryan Griffin,Tyler Boyd,25300,47.7,43.96,0.921593291
52144,Sam Darnold,Jamison Crowder,Ryan Griffin,Auden Tate,24700,46.8,26.36,0.563247863
51156,Kirk Cousins,Adam Thielen,Justin Jefferson,Marvin Jones Jr.,27700,57.1,45.3,0.793345009
51160,Kirk Cousins,Adam Thielen,Justin Jefferson,T.J. Hockenson,27600,56.9,45.9,0.806678383
52160,Sam Darnold,Robby Anderson,Ryan Griffin,Auden Tate,24500,44.9,38.16,0.849888641
52137,Sam Darnold,Jamison Crowder,Robby Anderson,Tyler Eifert,24700,44.5,27.56,0.619325843
52150,Sam Darnold,Jamison Crowder,Ryan Griffin,Tyler Eifert,24200,42.9,19.46,0.453613054
52167,Sam Darnold,Robby Anderson,Ryan Griffin,Tyler Eifert,24000,41,31.26,0.762439024
51164,Kirk Cousins,Adam Thielen,Justin Jefferson,Marvin Hall,26200,54.2,37.8,0.697416974
51434,Ryan Tannehill,Corey Davis,Jonnu Smith,Adam Thielen,25500,51.6,42.04,0.814728682
51443,Ryan Tannehill,Corey Davis,Adam Humphries,Adam Thielen,24500,51.1,39.54,0.773776908
51167,Kirk Cousins,Adam Thielen,Irv Smith Jr.,Marvin Jones Jr.,25500,50.6,51.4,1.015810277
51170,Kirk Cousins,Adam Thielen,Irv Smith Jr.,T.J. Hockenson,25400,50.4,52,1.031746032
51449,Ryan Tannehill,Jonnu Smith,Adam Humphries,Adam Thielen,24800,49.6,38.74,0.781048387
50396,Jared Goff,Cooper Kupp,Robert Woods,Deebo Samuel,26500,56.4,41.22,0.730851064
50403,Jared Goff,Cooper Kupp,Robert Woods,Jordan Reed,25500,52.2,25.22,0.483141762
50409,Jared Goff,Cooper Kupp,Josh Reynolds,Deebo Samuel,25500,51.4,35.42,0.689105058
50431,Jared Goff,Robert Woods,Josh Reynolds,Deebo Samuel,25600,51.3,42.62,0.83079922
50419,Jared Goff,Cooper Kupp,Tyler Higbee,Deebo Samuel,25000,48.8,30.02,0.615163934
51440,Ryan Tannehill,Corey Davis,Jonnu Smith,Justin Jefferson,23200,46,58.24,1.266086957
51446,Ryan Tannehill,Corey Davis,Adam Humphries,Justin Jefferson,22200,45.5,55.74,1.225054945
51453,Ryan Tannehill,Jonnu Smith,Adam Humphries,Justin Jefferson,22500,44,54.94,1.248636364
51520,Drew Brees,Tre'Quan Smith,Emmanuel Sanders,Kenny Golladay,26100,51,62.44,1.224313725
51177,Kirk Cousins,Justin Jefferson,Irv Smith Jr.,Marvin Jones Jr.,24600,49.5,54.5,1.101010101
