id,qb,p1,p2,opp_p1,sal,proj,actual,diff
52932,Patrick Mahomes,Tyreek Hill,Sammy Watkins,DJ Chark Jr.,27500,53.1,95.32,1.795103578
52936,Patrick Mahomes,Travis Kelce,Sammy Watkins,Marqise Lee,27800,51.4,79.92,1.554863813
52940,Patrick Mahomes,Travis Kelce,Sammy Watkins,DJ Chark Jr.,27700,51.3,102.52,1.998440546
50862,Lamar Jackson,Marquise Brown,Mark Andrews,Travis Fulgham,28200,57.3,55.54,0.969284468
50867,Lamar Jackson,Marquise Brown,Mark Andrews,Zach Ertz,28900,56.7,44.34,0.782010582
50871,Lamar Jackson,Marquise Brown,Mark Andrews,Greg Ward,28200,55.8,43.94,0.787455197
50978,Aaron Rodgers,Davante Adams,Robert Tonyan,Will Fuller V,29900,63.4,80.62,1.271608833
50991,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Will Fuller V,29300,62.7,77.32,1.233173844
52700,Kyler Murray,Larry Fitzgerald,KeeSean Johnson,Julio Jones,26400,59.4,55.9,0.941077441
52714,Kyler Murray,Larry Fitzgerald,Damiere Byrd,Julio Jones,26500,59,60.5,1.025423729
50980,Aaron Rodgers,Davante Adams,Robert Tonyan,Brandin Cooks,28900,60.2,79.12,1.314285714
50997,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Brandin Cooks,28300,59.5,75.82,1.274285714
50983,Aaron Rodgers,Davante Adams,Robert Tonyan,Darren Fells,28300,57.4,69.62,1.212891986
50986,Aaron Rodgers,Davante Adams,Robert Tonyan,Randall Cobb,28100,57.4,83.12,1.448083624
51001,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Darren Fells,27700,56.7,66.32,1.169664903
51004,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Randall Cobb,27500,56.7,79.82,1.407760141
52704,Kyler Murray,Larry Fitzgerald,KeeSean Johnson,Austin Hooper,24300,55.1,62.8,1.139745917
52720,Kyler Murray,Larry Fitzgerald,Damiere Byrd,Austin Hooper,24400,54.7,67.4,1.232175503
52708,Kyler Murray,Larry Fitzgerald,KeeSean Johnson,Calvin Ridley,23400,54,53.9,0.998148148
52724,Kyler Murray,Larry Fitzgerald,Damiere Byrd,Calvin Ridley,23500,53.6,58.5,1.09141791
52712,Kyler Murray,Larry Fitzgerald,KeeSean Johnson,Mohamed Sanu,23900,52.1,45.5,0.873320537
52726,Kyler Murray,Larry Fitzgerald,Damiere Byrd,Mohamed Sanu,24000,51.7,50.1,0.969052224
51174,Joe Burrow,Tyler Boyd,A.J. Green,DJ Chark Jr.,25900,56.1,55.3,0.98573975
51186,Joe Burrow,Tyler Boyd,Tee Higgins,DJ Chark Jr.,25500,55.7,65.5,1.175942549
51178,Joe Burrow,Tyler Boyd,A.J. Green,Keelan Cole,24700,54.8,36.4,0.664233577
51182,Joe Burrow,Tyler Boyd,A.J. Green,Laviska Shenault Jr.,24300,54.7,41.4,0.756855576
51190,Joe Burrow,Tyler Boyd,Tee Higgins,Keelan Cole,24300,54.4,46.6,0.856617647
51224,Joe Burrow,A.J. Green,Tee Higgins,DJ Chark Jr.,25200,54.3,53.4,0.983425414
51196,Joe Burrow,Tyler Boyd,Tee Higgins,Laviska Shenault Jr.,23900,54.3,51.6,0.950276243
51231,Joe Burrow,A.J. Green,Tee Higgins,Keelan Cole,24000,53,34.5,0.650943396
51237,Joe Burrow,A.J. Green,Tee Higgins,Laviska Shenault Jr.,23600,52.9,39.5,0.746691871
51202,Joe Burrow,Tyler Boyd,Drew Sample,DJ Chark Jr.,24900,50.9,60.7,1.192534381
51210,Joe Burrow,Tyler Boyd,Drew Sample,Keelan Cole,23700,49.6,41.8,0.842741935
51218,Joe Burrow,Tyler Boyd,Drew Sample,Laviska Shenault Jr.,23300,49.5,46.8,0.945454545
51244,Joe Burrow,A.J. Green,Drew Sample,DJ Chark Jr.,24600,49.5,48.6,0.981818182
51261,Joe Burrow,Tee Higgins,Drew Sample,DJ Chark Jr.,24200,49.1,58.8,1.197556008
51252,Joe Burrow,A.J. Green,Drew Sample,Keelan Cole,23400,48.2,29.7,0.616182573
51256,Joe Burrow,A.J. Green,Drew Sample,Laviska Shenault Jr.,23000,48.1,34.7,0.721413721
51266,Joe Burrow,Tee Higgins,Drew Sample,Keelan Cole,23000,47.8,39.9,0.834728033
51273,Joe Burrow,Tee Higgins,Drew Sample,Laviska Shenault Jr.,22600,47.7,44.9,0.94129979
52688,Josh Allen,John Brown,Cole Beasley,Preston Williams,24300,49.3,56.38,1.143610548
52690,Josh Allen,John Brown,Cole Beasley,DeVante Parker,24600,49.1,61.18,1.246028513
52691,Josh Allen,John Brown,Dawson Knox,Preston Williams,23500,47.1,50.48,1.071762208
52692,Josh Allen,John Brown,Dawson Knox,DeVante Parker,23800,46.9,55.28,1.178678038
49843,Ryan Tannehill,A.J. Brown,Corey Davis,Jarvis Landry,28100,62,83.4,1.34516129
49845,Ryan Tannehill,A.J. Brown,Corey Davis,Rashard Higgins,27500,58.7,85.46,1.455877342
49853,Ryan Tannehill,A.J. Brown,Anthony Firkser,Jarvis Landry,26600,58.4,61.3,1.049657534
49849,Ryan Tannehill,A.J. Brown,Corey Davis,Austin Hooper,27400,57.1,70.36,1.232224168
49859,Ryan Tannehill,A.J. Brown,Anthony Firkser,Rashard Higgins,26000,55.1,63.36,1.149909256
49866,Ryan Tannehill,A.J. Brown,Anthony Firkser,Austin Hooper,25900,53.5,48.26,0.902056075
52600,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Julio Jones,30400,69.1,106.44,1.540376266
52611,Deshaun Watson,DeAndre Hopkins,Jordan Akins,Julio Jones,29500,63.3,62.34,0.984834123
52603,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Calvin Ridley,27600,62.7,118.04,1.88261563
52605,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Austin Hooper,28900,62,111.34,1.795806452
52609,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Mohamed Sanu,28100,60.3,113.54,1.88291874
52615,Deshaun Watson,DeAndre Hopkins,Jordan Akins,Calvin Ridley,26700,56.9,73.94,1.299472759
52619,Deshaun Watson,DeAndre Hopkins,Jordan Akins,Austin Hooper,28000,56.2,67.24,1.196441281
52624,Deshaun Watson,DeAndre Hopkins,Jordan Akins,Mohamed Sanu,27200,54.5,69.44,1.27412844
50789,Ryan Tannehill,A.J. Brown,Corey Davis,Tyler Boyd,26800,60.3,68.12,1.129684909
50790,Ryan Tannehill,A.J. Brown,Corey Davis,Tee Higgins,26400,59.7,62.92,1.053936348
50793,Ryan Tannehill,A.J. Brown,Jonnu Smith,Tyler Boyd,27500,58.9,49.22,0.83565365
50794,Ryan Tannehill,A.J. Brown,Jonnu Smith,Tee Higgins,27100,58.3,44.02,0.755060034
50791,Ryan Tannehill,A.J. Brown,Corey Davis,A.J. Green,26200,57.7,54.42,0.943154246
50795,Ryan Tannehill,A.J. Brown,Jonnu Smith,A.J. Green,26900,56.3,35.52,0.630905861
50798,Ryan Tannehill,A.J. Brown,Anthony Firkser,Tyler Boyd,26200,54.4,49.92,0.917647059
50800,Ryan Tannehill,A.J. Brown,Anthony Firkser,Tee Higgins,25800,53.8,44.72,0.831226766
50792,Ryan Tannehill,A.J. Brown,Corey Davis,Drew Sample,25000,53.2,51.52,0.968421053
50796,Ryan Tannehill,A.J. Brown,Jonnu Smith,Drew Sample,25700,51.8,32.62,0.62972973
50802,Ryan Tannehill,A.J. Brown,Anthony Firkser,A.J. Green,25600,51.8,36.22,0.699227799
50804,Ryan Tannehill,A.J. Brown,Anthony Firkser,Drew Sample,24400,47.3,33.32,0.704439746
52380,Deshaun Watson,DeAndre Hopkins,Kenny Stills,Mark Andrews,28900,57.8,36.66,0.634256055
52382,Deshaun Watson,DeAndre Hopkins,Kenny Stills,Marquise Brown,27600,57.6,24.46,0.424652778
52385,Deshaun Watson,DeAndre Hopkins,Darren Fells,Mark Andrews,28500,54.8,34.26,0.625182482
52386,Deshaun Watson,DeAndre Hopkins,Darren Fells,Marquise Brown,27200,54.6,22.06,0.404029304
52384,Deshaun Watson,DeAndre Hopkins,Kenny Stills,Nick Boyle,26900,51.7,24.16,0.467311412
52387,Deshaun Watson,DeAndre Hopkins,Darren Fells,Nick Boyle,26500,48.7,21.76,0.446817248
50814,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Adam Thielen,30300,62.2,56.34,0.905787781
50820,Aaron Rodgers,Davante Adams,Robert Tonyan,Adam Thielen,31100,61.8,63.94,1.034627832
50816,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Justin Jefferson,29200,61.2,56.24,0.918954248
50823,Aaron Rodgers,Davante Adams,Robert Tonyan,Justin Jefferson,30000,60.8,63.84,1.05
50818,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Irv Smith Jr.,27100,53.5,54.24,1.013831776
50826,Aaron Rodgers,Davante Adams,Robert Tonyan,Irv Smith Jr.,27900,53.1,61.84,1.164595104
51304,Josh Allen,Stefon Diggs,John Brown,Robert Woods,28000,56.8,64.04,1.127464789
51309,Josh Allen,Stefon Diggs,John Brown,Cooper Kupp,28500,56.8,66.34,1.167957746
52391,Dak Prescott,Amari Cooper,Michael Gallup,Kenny Golladay,30500,60.7,60.06,0.989456343
51314,Josh Allen,Stefon Diggs,John Brown,Tyler Higbee,27500,54.2,52.14,0.96199262
52393,Dak Prescott,Amari Cooper,Michael Gallup,Marvin Jones Jr.,29500,58.5,74.06,1.265982906
52395,Dak Prescott,Amari Cooper,Michael Gallup,T.J. Hockenson,28200,55.4,57.26,1.033574007
52396,Dak Prescott,Amari Cooper,Jason Witten,Kenny Golladay,29400,54.9,46.56,0.848087432
52398,Dak Prescott,Amari Cooper,Jason Witten,Marvin Jones Jr.,28400,52.7,60.56,1.14914611
52400,Dak Prescott,Amari Cooper,Jason Witten,T.J. Hockenson,27100,49.6,43.76,0.882258065
51031,Matt Ryan,Calvin Ridley,Julio Jones,Kenny Golladay,32100,70.5,63.02,0.893900709
51232,Dak Prescott,Amari Cooper,Michael Gallup,Julio Jones,29500,61.2,63,1.029411765
51038,Matt Ryan,Calvin Ridley,Julio Jones,T.J. Hockenson,30400,64.1,63.02,0.983151326
51043,Matt Ryan,Calvin Ridley,Julio Jones,Marvin Jones Jr.,30200,62.5,59.12,0.94592
51049,Matt Ryan,Calvin Ridley,Russell Gage,Kenny Golladay,29100,62.2,57.72,0.927974277
51069,Matt Ryan,Julio Jones,Russell Gage,Kenny Golladay,29000,62.2,54.02,0.868488746
51060,Matt Ryan,Calvin Ridley,Hayden Hurst,Kenny Golladay,29400,61.6,59.12,0.95974026
51080,Matt Ryan,Julio Jones,Hayden Hurst,Kenny Golladay,29300,61.6,55.42,0.899675325
51258,Dak Prescott,Amari Cooper,CeeDee Lamb,Julio Jones,28700,60.4,70.7,1.170529801
51277,Dak Prescott,Michael Gallup,CeeDee Lamb,Julio Jones,27700,59.5,64.5,1.084033613
51239,Dak Prescott,Amari Cooper,Michael Gallup,Calvin Ridley,28400,58.7,86,1.465076661
51265,Dak Prescott,Amari Cooper,CeeDee Lamb,Calvin Ridley,27600,57.9,93.7,1.618307427
51279,Dak Prescott,Michael Gallup,CeeDee Lamb,Calvin Ridley,26600,57,87.5,1.535087719
51050,Matt Ryan,Calvin Ridley,Russell Gage,T.J. Hockenson,27400,55.8,57.72,1.034408602
51072,Matt Ryan,Julio Jones,Russell Gage,T.J. Hockenson,27300,55.8,54.02,0.968100358
51083,Matt Ryan,Julio Jones,Hayden Hurst,T.J. Hockenson,27600,55.2,55.42,1.003985507
51063,Matt Ryan,Calvin Ridley,Hayden Hurst,T.J. Hockenson,27700,55.2,59.12,1.071014493
51246,Dak Prescott,Amari Cooper,Michael Gallup,Hayden Hurst,27000,54.2,75.3,1.389298893
51056,Matt Ryan,Calvin Ridley,Russell Gage,Marvin Jones Jr.,27200,54.2,53.82,0.99298893
51076,Matt Ryan,Julio Jones,Russell Gage,Marvin Jones Jr.,27100,54.2,50.12,0.924723247
51253,Dak Prescott,Amari Cooper,Michael Gallup,Russell Gage,26700,54.2,73.2,1.350553506
51066,Matt Ryan,Calvin Ridley,Hayden Hurst,Marvin Jones Jr.,27500,53.6,55.22,1.030223881
51274,Dak Prescott,Amari Cooper,CeeDee Lamb,Russell Gage,25900,53.4,80.9,1.514981273
51267,Dak Prescott,Amari Cooper,CeeDee Lamb,Hayden Hurst,26200,53.4,83,1.554307116
51286,Dak Prescott,Michael Gallup,CeeDee Lamb,Russell Gage,24900,52.5,74.7,1.422857143
51282,Dak Prescott,Michael Gallup,CeeDee Lamb,Hayden Hurst,25200,52.5,76.8,1.462857143
51086,Matt Ryan,Julio Jones,Hayden Hurst,Marvin Jones Jr.,27400,53.6,51.52,0.96119403
49835,Russell Wilson,DK Metcalf,Tyler Lockett,Terry McLaurin,30900,62.3,36.44,0.584911717
49840,Russell Wilson,DK Metcalf,Tyler Lockett,Logan Thomas,29600,55.3,41.84,0.756600362
52432,Jameis Winston,Mike Evans,Chris Godwin,Christian Kirk,30400,71.2,75.72,1.063483146
52433,Jameis Winston,Mike Evans,Chris Godwin,Larry Fitzgerald,30100,70,52.02,0.743142857
52739,Russell Wilson,Tyler Lockett,Will Dissly,Odell Beckham Jr.,27900,60.2,52.3,0.868770764
52743,Russell Wilson,Tyler Lockett,DK Metcalf,Odell Beckham Jr.,27700,59.5,61.6,1.035294118
52436,Jameis Winston,Mike Evans,O.J. Howard,Christian Kirk,27200,60.3,78.02,1.293864013
52438,Jameis Winston,Mike Evans,O.J. Howard,Larry Fitzgerald,26900,59.1,54.32,0.919120135
52741,Russell Wilson,Tyler Lockett,Will Dissly,Jarvis Landry,27000,57,44.3,0.777192982
52746,Russell Wilson,Tyler Lockett,DK Metcalf,Jarvis Landry,26800,56.3,53.6,0.952042629
49864,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,DJ Chark Jr.,30000,60.5,71.5,1.181818182
49848,Aaron Rodgers,Davante Adams,Robert Tonyan,DJ Chark Jr.,30200,60.5,53.4,0.882644628
49852,Aaron Rodgers,Davante Adams,Robert Tonyan,Chris Conley,28400,56,52.1,0.930357143
49869,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Chris Conley,28200,56,70.2,1.253571429
49858,Aaron Rodgers,Davante Adams,Robert Tonyan,Keelan Cole,28700,55.2,59,1.06884058
49875,Aaron Rodgers,Davante Adams,Marquez Valdes-Scantling,Keelan Cole,28500,55.2,77.1,1.39673913
49894,Kyler Murray,DeAndre Hopkins,Christian Kirk,Cooper Kupp,29100,57.2,44.62,0.78006993
49898,Kyler Murray,DeAndre Hopkins,Christian Kirk,Robert Woods,29600,57,46.82,0.821403509
49902,Kyler Murray,DeAndre Hopkins,Christian Kirk,Josh Reynolds,28000,53.4,35.92,0.672659176
49908,Kyler Murray,DeAndre Hopkins,Christian Kirk,Tyler Higbee,27600,49.5,43.72,0.883232323
51976,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Courtland Sutton,29900,58.8,58.68,0.997959184
51982,Deshaun Watson,DeAndre Hopkins,Darren Fells,Courtland Sutton,28000,53.3,59.88,1.123452158
51980,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Noah Fant,27400,52.6,72.08,1.370342205
51985,Deshaun Watson,DeAndre Hopkins,Darren Fells,Noah Fant,25500,47.1,73.28,1.555838641
49927,Deshaun Watson,Brandin Cooks,Keke Coutee,Michael Pittman Jr.,25100,54.5,54.64,1.002568807
49936,Deshaun Watson,Brandin Cooks,Keke Coutee,T.Y. Hilton,25100,53,68.54,1.293207547
49953,Deshaun Watson,Brandin Cooks,Jordan Akins,Michael Pittman Jr.,25500,51.7,38.54,0.745454545
49950,Tom Brady,Mike Evans,Chris Godwin,Calvin Ridley,32600,66.6,71.76,1.077477477
49959,Tom Brady,Mike Evans,Antonio Brown,Calvin Ridley,31200,64.7,75.26,1.163214838
49956,Deshaun Watson,Brandin Cooks,Jordan Akins,T.Y. Hilton,25500,50.2,52.44,1.044621514
49943,Deshaun Watson,Brandin Cooks,Keke Coutee,Trey Burton,25000,49.6,49.14,0.990725806
49948,Deshaun Watson,Brandin Cooks,Keke Coutee,Mo Alie-Cox,24300,48.2,51.34,1.065145228
49972,Tom Brady,Mike Evans,Rob Gronkowski,Calvin Ridley,31300,63,47.86,0.75968254
49954,Tom Brady,Mike Evans,Chris Godwin,Russell Gage,29600,59.8,85.86,1.435785953
49963,Tom Brady,Mike Evans,Antonio Brown,Russell Gage,28200,57.9,89.36,1.543350604
49957,Tom Brady,Mike Evans,Chris Godwin,Hayden Hurst,29400,57.1,75.96,1.330297723
49977,Tom Brady,Mike Evans,Rob Gronkowski,Russell Gage,28300,56.2,61.96,1.102491103
49967,Tom Brady,Mike Evans,Antonio Brown,Hayden Hurst,28000,55.2,79.46,1.439492754
49982,Tom Brady,Mike Evans,Rob Gronkowski,Hayden Hurst,28100,53.5,52.06,0.973084112
49960,Deshaun Watson,Brandin Cooks,Jordan Akins,Trey Burton,25400,46.8,33.04,0.705982906
49964,Deshaun Watson,Brandin Cooks,Jordan Akins,Mo Alie-Cox,24700,45.4,35.24,0.776211454
52891,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Keenan Allen,30900,67.9,80.24,1.18173785
52893,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Mike Williams,29200,60.9,49.14,0.806896552
52044,Russell Wilson,Tyler Lockett,DK Metcalf,Zach Ertz,28400,57.5,40.9,0.711304348
49862,Justin Herbert,Keenan Allen,Mike Williams,Stefon Diggs,30600,62.5,42.94,0.68704
49882,Justin Herbert,Keenan Allen,Hunter Henry,Stefon Diggs,30400,60.8,49.04,0.806578947
52852,Deshaun Watson,DeAndre Hopkins,Will Fuller V,DJ Moore,29200,59,26.9,0.455932203
49871,Justin Herbert,Keenan Allen,Mike Williams,Cole Beasley,28100,59,43.84,0.743050847
52855,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Curtis Samuel,28600,58.9,25.8,0.43803056
52857,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Greg Olsen,28800,58.4,22.5,0.385273973
49888,Justin Herbert,Keenan Allen,Hunter Henry,Cole Beasley,27900,57.3,49.94,0.871553229
49877,Justin Herbert,Keenan Allen,Mike Williams,Gabriel Davis,27500,56.6,50.94,0.9
52860,Deshaun Watson,DeAndre Hopkins,Kenny Stills,DJ Moore,28700,56.2,26.5,0.471530249
52862,Deshaun Watson,DeAndre Hopkins,Kenny Stills,Curtis Samuel,28100,56.1,25.4,0.452762923
52864,Deshaun Watson,DeAndre Hopkins,Kenny Stills,Greg Olsen,28300,55.6,22.1,0.397482014
52063,Russell Wilson,Tyler Lockett,Josh Gordon,Zach Ertz,26800,54.1,37.4,0.691312384
52050,Russell Wilson,Tyler Lockett,DK Metcalf,Alshon Jeffery,28500,53.8,19.8,0.36802974
52073,Russell Wilson,Tyler Lockett,Jacob Hollister,Zach Ertz,27500,53.8,39.1,0.726765799
52058,Russell Wilson,Tyler Lockett,DK Metcalf,Dallas Goedert,27500,53.7,24.5,0.456238361
52068,Russell Wilson,Tyler Lockett,Josh Gordon,Alshon Jeffery,26900,50.4,16.3,0.323412698
52070,Russell Wilson,Tyler Lockett,Josh Gordon,Dallas Goedert,25900,50.3,21,0.41749503
52077,Russell Wilson,Tyler Lockett,Jacob Hollister,Alshon Jeffery,27600,50.1,18,0.359281437
52079,Russell Wilson,Tyler Lockett,Jacob Hollister,Dallas Goedert,26600,50,22.7,0.454
49892,Justin Herbert,Keenan Allen,Hunter Henry,Gabriel Davis,27300,54.9,57.04,1.038979964
52443,Kyler Murray,Christian Kirk,Larry Fitzgerald,Mike Evans,27400,63.4,83.86,1.322712934
52447,Kyler Murray,Christian Kirk,Larry Fitzgerald,Chris Godwin,27000,59.5,84.06,1.412773109
52451,Kyler Murray,Christian Kirk,Larry Fitzgerald,O.J. Howard,23800,48.6,86.36,1.776954733
49989,Justin Herbert,Keenan Allen,Mike Williams,Jakobi Meyers,27700,55.1,22.46,0.407622505
49997,Justin Herbert,Keenan Allen,Hunter Henry,Jakobi Meyers,27900,54.1,17.16,0.317190388
49993,Justin Herbert,Keenan Allen,Mike Williams,Damiere Byrd,27100,52.4,22.56,0.430534351
50002,Justin Herbert,Keenan Allen,Hunter Henry,Damiere Byrd,27300,51.4,17.26,0.335797665
51931,Deshaun Watson,DeAndre Hopkins,Will Fuller V,A.J. Brown,29600,58.8,63.82,1.08537415
51942,Deshaun Watson,DeAndre Hopkins,Darren Fells,A.J. Brown,27700,54.5,55.92,1.026055046
51934,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Corey Davis,28400,53.3,49.62,0.930956848
51939,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Jonnu Smith,28300,52.4,56.62,1.080534351
49855,Ryan Tannehill,A.J. Brown,Corey Davis,DJ Chark Jr.,28600,60.8,42.68,0.701973684
51944,Deshaun Watson,DeAndre Hopkins,Darren Fells,Corey Davis,26500,49,41.72,0.851428571
51134,Matthew Stafford,Kenny Golladay,T.J. Hockenson,Julio Jones,29100,63.5,60.9,0.959055118
51128,Matthew Stafford,Kenny Golladay,T.J. Hockenson,Calvin Ridley,29200,63.5,64.6,1.017322835
51150,Matthew Stafford,Kenny Golladay,Marvin Jones Jr.,Calvin Ridley,29000,61.9,60.7,0.980613893
51153,Matthew Stafford,Kenny Golladay,Marvin Jones Jr.,Julio Jones,28900,61.9,57,0.920840065
50015,Kirk Cousins,Adam Thielen,Justin Jefferson,Marvin Jones Jr.,29700,61.8,93.8,1.517799353
50020,Kirk Cousins,Adam Thielen,Justin Jefferson,T.J. Hockenson,29400,60.2,63.8,1.059800664
51322,Patrick Mahomes,Tyreek Hill,Travis Kelce,Keenan Allen,31700,57.7,60.08,1.041247834
49863,Ryan Tannehill,A.J. Brown,Corey Davis,Laviska Shenault Jr.,28100,57.5,48.18,0.837913043
51324,Patrick Mahomes,Tyreek Hill,Travis Kelce,Mike Williams,30600,56.9,49.38,0.867838313
49868,Ryan Tannehill,A.J. Brown,Corey Davis,Tyler Eifert,27400,55.5,43.28,0.77981982
51141,Matthew Stafford,Kenny Golladay,T.J. Hockenson,Russell Gage,26100,55.2,55.6,1.007246377
49874,Ryan Tannehill,A.J. Brown,Jonnu Smith,DJ Chark Jr.,27200,55.2,43.08,0.780434783
51144,Matthew Stafford,Kenny Golladay,T.J. Hockenson,Hayden Hurst,26400,54.6,57,1.043956044
49878,Ryan Tannehill,A.J. Brown,Jonnu Smith,Laviska Shenault Jr.,26700,51.9,48.58,0.936030829
49883,Ryan Tannehill,A.J. Brown,Jonnu Smith,Tyler Eifert,26000,49.9,43.68,0.875350701
50024,Kirk Cousins,Adam Thielen,Justin Jefferson,Danny Amendola,28600,58.8,60.9,1.035714286
49905,Justin Herbert,Keenan Allen,Mike Williams,DeVante Parker,27700,57.8,41.78,0.72283737
50029,Kirk Cousins,Adam Thielen,Irv Smith Jr.,Marvin Jones Jr.,27300,55.7,80,1.436265709
49920,Justin Herbert,Keenan Allen,Hunter Henry,DeVante Parker,27300,55.5,47.98,0.864504505
51328,Patrick Mahomes,Tyreek Hill,Travis Kelce,Hunter Henry,30900,55,58.28,1.059636364
50049,Kirk Cousins,Justin Jefferson,Irv Smith Jr.,Marvin Jones Jr.,27400,55,90.1,1.638181818
51332,Patrick Mahomes,Tyreek Hill,Sammy Watkins,Keenan Allen,29800,54.2,42.18,0.778228782
50036,Kirk Cousins,Adam Thielen,Irv Smith Jr.,T.J. Hockenson,27000,54.1,50,0.924214418
51346,Patrick Mahomes,Travis Kelce,Sammy Watkins,Keenan Allen,29600,53.5,61.68,1.152897196
51336,Patrick Mahomes,Tyreek Hill,Sammy Watkins,Mike Williams,28700,53.4,31.48,0.589513109
50053,Kirk Cousins,Justin Jefferson,Irv Smith Jr.,T.J. Hockenson,27100,53.4,60.1,1.125468165
51352,Patrick Mahomes,Travis Kelce,Sammy Watkins,Mike Williams,28500,52.7,50.98,0.967362429
50043,Kirk Cousins,Adam Thielen,Irv Smith Jr.,Danny Amendola,26200,52.7,47.1,0.89373814
50059,Kirk Cousins,Justin Jefferson,Irv Smith Jr.,Danny Amendola,26300,52,57.2,1.1
51340,Patrick Mahomes,Tyreek Hill,Sammy Watkins,Hunter Henry,29000,51.5,40.38,0.78407767
51360,Patrick Mahomes,Travis Kelce,Sammy Watkins,Hunter Henry,28800,50.8,59.88,1.178740157
49914,Justin Herbert,Keenan Allen,Mike Williams,Jakeem Grant,26300,53.8,49.98,0.928996283
49909,Justin Herbert,Keenan Allen,Mike Williams,Mike Gesicki,27000,53.8,42.68,0.79330855
49933,Justin Herbert,Keenan Allen,Hunter Henry,Jakeem Grant,25900,51.5,56.18,1.090873786
49926,Justin Herbert,Keenan Allen,Hunter Henry,Mike Gesicki,26600,51.5,48.88,0.949126214
49987,Justin Herbert,Mike Williams,Tyron Johnson,Tim Patrick,25000,52.1,33.62,0.645297505
49991,Justin Herbert,Mike Williams,Tyron Johnson,Noah Fant,25700,51.1,37.72,0.73816047
50007,Justin Herbert,Mike Williams,Jalen Guyton,Tim Patrick,24800,50.2,35.32,0.703585657
50001,Justin Herbert,Mike Williams,Tyron Johnson,KJ Hamler,24800,49.9,28.52,0.571543086
49996,Justin Herbert,Mike Williams,Tyron Johnson,Jerry Jeudy,24700,49.9,37.32,0.747895792
50048,Justin Herbert,Tyron Johnson,Jalen Guyton,Tim Patrick,24700,49.8,32.02,0.642971888
50011,Justin Herbert,Mike Williams,Jalen Guyton,Noah Fant,25500,49.2,39.42,0.801219512
50052,Justin Herbert,Tyron Johnson,Jalen Guyton,Noah Fant,25400,48.8,36.12,0.740163934
50018,Justin Herbert,Mike Williams,Jalen Guyton,KJ Hamler,24600,48,30.22,0.629583333
50014,Justin Herbert,Mike Williams,Jalen Guyton,Jerry Jeudy,24500,48,39.02,0.812916667
50062,Justin Herbert,Tyron Johnson,Jalen Guyton,KJ Hamler,24500,47.6,26.92,0.565546218
50057,Justin Herbert,Tyron Johnson,Jalen Guyton,Jerry Jeudy,24400,47.6,35.72,0.750420168
50025,Justin Herbert,Mike Williams,Donald Parham Jr.,Tim Patrick,23600,47.2,35.22,0.746186441
50067,Justin Herbert,Tyron Johnson,Donald Parham Jr.,Tim Patrick,23500,46.8,31.92,0.682051282
50032,Justin Herbert,Mike Williams,Donald Parham Jr.,Noah Fant,24300,46.2,39.32,0.851082251
51157,Matthew Stafford,Kenny Golladay,Marvin Jones Jr.,Russell Gage,25900,53.6,51.7,0.964552239
51161,Matthew Stafford,Kenny Golladay,Marvin Jones Jr.,Hayden Hurst,26200,53,53.1,1.001886792
51946,Deshaun Watson,DeAndre Hopkins,Darren Fells,Jonnu Smith,26400,48.1,48.72,1.012889813
50072,Justin Herbert,Tyron Johnson,Donald Parham Jr.,Noah Fant,24200,45.8,36.02,0.786462882
50044,Justin Herbert,Mike Williams,Donald Parham Jr.,KJ Hamler,23400,45,30.12,0.669333333
50039,Justin Herbert,Mike Williams,Donald Parham Jr.,Jerry Jeudy,23300,45,38.92,0.864888889
50082,Justin Herbert,Tyron Johnson,Donald Parham Jr.,KJ Hamler,23300,44.6,26.82,0.601345291
50075,Justin Herbert,Tyron Johnson,Donald Parham Jr.,Jerry Jeudy,23200,44.6,35.62,0.798654709
50886,Ryan Tannehill,A.J. Brown,Jonnu Smith,Will Fuller V,26300,61.1,72.76,1.190834697
52946,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Dede Westbrook,29500,58.7,26.16,0.445655877
52949,Deshaun Watson,DeAndre Hopkins,Will Fuller V,Chris Conley,28700,57.2,34.66,0.605944056
