player,slate,salary,position,team,projection,adjusted_opportunity,value,game_total,team_total,spread,actual,diff
Jarvis Landry,Main-20-FD-05,5600,WR,CLE,10.8,0,0,48.5,24.8,-1,10.8,1
T.Y. Hilton,Main-20-FD-05,5700,WR,IND,10.8,0,0,48.5,23.8,1,9.9,0.916666667
Anthony Miller,Main-19-FD-15,6300,WR,CHI,10.8,0,0,40,18,4,22.3,2.064814815
DK Metcalf,Main-19-FD-15,6300,WR,SEA,10.8,0,0,48.5,27.3,-6,10.6,0.981481481
Jamison Crowder,Main-19-FD-14,6000,WR,NYJ,10.8,0,0,47,26,-5,4.5,0.416666667
Curtis Samuel,Main-19-FD-14,5800,WR,CAR,10.8,0,0,48,22.3,3.5,5.2,0.481481481
Jamison Crowder,Main-19-FD-11,6500,WR,NYJ,10.8,0,0,37.5,18.3,1,16.1,1.490740741
Calvin Ridley,Main-19-FD-11,5500,WR,ATL,10.8,0,0,49,22.8,3.5,24.3,2.25
Tyrell Williams,Main-19-FD-11,6200,WR,OAK,10.8,0,0,48,30.5,-13,10.2,0.944444444
Robert Woods,Main-19-FD-10,6900,WR,LAR,10.8,0,0,43,23.5,-4,13,1.203703704
Courtland Sutton,Main-19-FD-09,6400,WR,DEN,10.8,0,0,39,17.5,4,14.8,1.37037037
DK Metcalf,Main-19-FD-09,6700,WR,SEA,10.8,0,0,51,27.5,-4,24,2.222222222
Marquise Brown,Main-19-FD-05,5400,WR,BAL,10.8,0,0,44,23.8,-3.5,9.7,0.898148148
Will Fuller V,Main-19-FD-04,5900,WR,HOU,10.8,0,0,47.5,26.5,-5.5,3.8,0.351851852
Larry Fitzgerald,Main-19-FD-02,5500,WR,ARI,10.8,0,0,46,16.5,13,12.9,1.194444444
Stefon Diggs,Main-19-FD-01,7200,WR,MIN,10.8,0,0,47,25.3,-3.5,4.7,0.435185185
Nelson Agholor,Main-19-FD-03,4800,WR,PHI,10.8,0,0,45,24.5,-4,19,1.759259259
John Brown,Main-20-FD-02,6400,WR,BUF,10.8,0,1.8,42.5,24,-5.5,16.2,1.5
DeSean Jackson,Main-20-FD-01,5700,WR,PHI,10.8,0,2.16,41.5,23.5,-5.5,5.6,0.518518519
Julian Edelman,Main-20-FD-01,6700,WR,NE,10.8,0,1.8,41.5,24.5,-7.5,10.5,0.972222222
Sterling Shepard,Main-20-FD-17,5500,WR,NYG,10.7,0,0,44.5,21.5,1.5,29.6,2.76635514
Russell Gage,Main-20-FD-16,5800,WR,ATL,10.7,0,0,54,21.5,11,4.3,0.401869159
Tee Higgins,Main-20-FD-12,6200,WR,CIN,10.7,0,0,45,19.3,6.5,12.9,1.205607477
DeVante Parker,Main-20-FD-11,6200,WR,MIA,10.7,0,0,46,25,-4,15.1,1.411214953
DJ Moore,Main-20-FD-11,7100,WR,CAR,10.7,0,0,47,22,3,18.3,1.710280374
DeVante Parker,Main-20-FD-08,6100,WR,MIA,10.7,0,0,46.5,21.5,3.5,6.8,0.635514019
Jarvis Landry,Main-20-FD-06,5600,WR,CLE,10.7,0,0,50,23.5,3,5.5,0.514018692
Preston Williams,Main-20-FD-04,5500,WR,MIA,10.7,0,0,55,25.3,4.5,4,0.373831776
T.Y. Hilton,Main-19-FD-16,7300,WR,IND,10.7,0,0,46,26.8,-7.5,4.1,0.38317757
Adam Thielen,Main-19-FD-15,7300,WR,MIN,10.7,0,0,45,23,-1,4.5,0.420560748
Tyler Boyd,Main-19-FD-10,5700,WR,CIN,10.7,0,0,44,16.8,10.5,9.2,0.859813084
DeVante Parker,Main-19-FD-10,5800,WR,MIA,10.7,0,0,44.5,16.8,11,9.4,0.878504673
DJ Moore,Main-19-FD-05,5900,WR,CAR,10.7,0,0,41,22,-3,12.1,1.130841121
Emmanuel Sanders,Main-19-FD-04,5500,WR,DEN,10.7,0,0,37,19.8,-2.5,12.9,1.205607477
John Brown,Main-19-FD-04,5600,WR,BUF,10.7,0,0,41.5,17.3,7,9.4,0.878504673
DJ Chark Jr.,Main-19-FD-04,6000,WR,JAC,10.7,0,0,37,17.3,2.5,6.4,0.598130841
Christian Kirk,Main-19-FD-02,5400,WR,ARI,10.7,0,0,46,16.5,13,14.4,1.345794393
DK Metcalf,Main-19-FD-03,6200,WR,SEA,10.7,0,0,44,24.5,-5,7.7,0.719626168
Robby Anderson,Main-20-FD-03,6100,WR,CAR,10.7,0,0,43.5,18.8,6,8,0.747663551
Chase Claypool,Main-21-FD-01,6000,WR,PIT,10.6,8,0,48.5,21,6.5,8.5,0.801886792
Tyler Lockett,Main-20-FD-17,6500,WR,SEA,10.6,0,0,45,26,-7,27,2.547169811
Mike Williams,Main-20-FD-16,5700,WR,LAC,10.6,0,0,47.5,25,-2.5,7.4,0.698113208
JuJu Smith-Schuster,Main-20-FD-16,6800,WR,PIT,10.6,0,0,43,21,1,20.1,1.896226415
Jamison Crowder,Main-20-FD-16,6000,WR,NYJ,10.6,0,0,45,19.3,6.5,25.82,2.435849057
CeeDee Lamb,Main-20-FD-16,6000,WR,DAL,10.6,0,0,50,23.5,3,21.9,2.066037736
T.Y. Hilton,Main-20-FD-16,6400,WR,IND,10.6,0,0,43,22,-1,7.5,0.70754717
Chase Claypool,Main-20-FD-16,6000,WR,PIT,10.6,0,0,43,21,1,7.4,0.698113208
Keke Coutee,Main-20-FD-14,5600,WR,HOU,10.6,0,0,46,23.5,-1,7.9,0.745283019
DJ Chark Jr.,Main-20-FD-13,6300,WR,JAC,10.6,0,0,51,20.25,10.5,5.1,0.481132075
Tim Patrick,Main-20-FD-10,5500,WR,DEN,10.6,0,0,50.5,23.5,3.5,8.1,0.764150943
Amari Cooper,Main-20-FD-09,7000,WR,DAL,10.6,0,0,44,15,14,10,0.943396226
DJ Chark Jr.,Main-20-FD-09,6400,WR,JAC,10.6,0,0,49,21,7,24.1,2.273584906
Tre'Quan Smith,Main-20-FD-04,5300,WR,NO,10.6,0,0,51.5,27.3,-3,19.4,1.830188679
John Brown,Main-20-FD-04,6100,WR,BUF,10.6,0,0,53,28,-3,6.2,0.58490566
Tee Higgins,Main-20-FD-04,5300,WR,CIN,10.6,0,0,50,25.5,-1,11,1.037735849
Darius Slayton,Main-20-FD-04,5500,WR,NYG,10.6,0,0,50,18.3,13.5,6.3,0.594339623
Tyler Boyd,Main-19-FD-15,6300,WR,CIN,10.6,0,0,42,15.8,10.5,4.1,0.386792453
Mike Williams,Main-19-FD-15,6200,WR,LAC,10.6,0,0,45,22,1,15.1,1.424528302
Deebo Samuel,Main-19-FD-14,6000,WR,SF,10.6,0,0,45,22,1,13.4,1.264150943
Jamison Crowder,Main-19-FD-10,6500,WR,NYJ,10.6,0,0,43,20,3,16.6,1.566037736
Zach Pascal,Main-19-FD-10,6400,WR,IND,10.6,0,0,44.5,27.8,-11,3.6,0.339622642
Demarcus Robinson,Main-19-FD-03,6700,WR,KC,10.6,0,0,52,28.3,-4.5,11.8,1.113207547
Diontae Johnson,Main-20-FD-02,5800,WR,PIT,10.6,0,2.12,41,23.5,-6,19.2,1.811320755
Tyler Boyd,Main-20-FD-01,6100,WR,CIN,10.6,0,1.77,41.5,19.5,2.5,5.3,0.5
Tyler Boyd,Main-21-FD-01,5900,WR,CIN,10.5,10.7,0,48,22.5,3,4.7,0.447619048
Corey Davis,Main-21-FD-01,5800,WR,NYJ,10.5,9.8,0,45,19.75,5.5,24.2,2.304761905
Russell Gage,Main-20-FD-17,5700,WR,ATL,10.5,0,0,51,21.8,7.5,20.7,1.971428571
Keke Coutee,Main-20-FD-17,5700,WR,HOU,10.5,0,0,55.5,24.3,7,12,1.142857143
Mike Williams,Main-20-FD-17,5900,WR,LAC,10.5,0,0,43,25,-7,19.8,1.885714286
Jamison Crowder,Main-20-FD-17,6400,WR,NYJ,10.5,0,0,41,19,3,5.1,0.485714286
CeeDee Lamb,Main-20-FD-14,6000,WR,DAL,10.5,0,0,44,23.5,-3,7.1,0.676190476
Mike Williams,Main-20-FD-11,5900,WR,LAC,10.5,0,0,47,28.5,-10,15.2,1.447619048
Christian Kirk,Main-20-FD-07,5400,WR,ARI,10.5,0,0,55.5,26,3.5,18.2,1.733333333
Tee Higgins,Main-20-FD-05,5400,WR,CIN,10.5,0,0,49,18.3,12.5,8.2,0.780952381
Brandon Aiyuk,Main-20-FD-05,5600,WR,SF,10.5,0,0,50.5,29.5,-8.5,5.9,0.561904762
Robby Anderson,Main-19-FD-17,5800,WR,NYJ,10.5,0,0,37,19,-1,3.3,0.314285714
Zach Pascal,Main-19-FD-14,6100,WR,IND,10.5,0,0,46.5,21.8,3,17.9,1.704761905
Christian Kirk,Main-19-FD-11,6200,WR,ARI,10.5,0,0,44,17,10,7.2,0.685714286
John Brown,Main-19-FD-05,5500,WR,BUF,10.5,0,0,39.5,18,3.5,10,0.952380952
Curtis Samuel,Main-19-FD-05,5500,WR,CAR,10.5,0,0,41,22,-3,5.9,0.561904762
Dede Westbrook,Main-19-FD-01,5900,WR,JAC,10.5,0,0,49,22.8,3.5,11.7,1.114285714
Mecole Hardman,Main-19-FD-03,6300,WR,KC,10.5,0,0,52,28.3,-4.5,17.4,1.657142857
Mike Williams,Main-19-FD-03,6100,WR,LAC,10.5,0,0,49,26,-3,6,0.571428571
Robby Anderson,Main-21-FD-01,6200,WR,CAR,10.4,10.3,0,45,25.25,-5.5,12.2,1.173076923
Michael Gallup,Main-20-FD-17,6200,WR,DAL,10.4,0,0,44.5,23,-1.5,6.9,0.663461538
CeeDee Lamb,Main-20-FD-17,6100,WR,DAL,10.4,0,0,44.5,23,-1.5,7.1,0.682692308
Tim Patrick,Main-20-FD-16,5500,WR,DEN,10.4,0,0,47.5,22.5,2.5,5.4,0.519230769
Antonio Brown,Main-20-FD-15,6500,WR,TB,10.4,0,0,48.5,27.25,-6,17.8,1.711538462
Russell Gage,Main-20-FD-14,5500,WR,ATL,10.4,0,0,49,23.75,1.5,16.26,1.563461538
Tim Patrick,Main-20-FD-14,5400,WR,DEN,10.4,0,0,45,20.5,4,11.1,1.067307692
CeeDee Lamb,Main-20-FD-11,5800,WR,DAL,10.4,0,0,50,21.5,7,14.6,1.403846154
Jerry Jeudy,Main-20-FD-11,5700,WR,DEN,10.4,0,0,46,21,4,5.2,0.5
John Brown,Main-20-FD-09,5500,WR,BUF,10.4,0,0,55,26,3,13.9,1.336538462
Brandin Cooks,Main-20-FD-06,5700,WR,HOU,10.4,0,0,52,24,4,17.3,1.663461538
Golden Tate,Main-20-FD-05,5500,WR,NYG,10.4,0,0,52,22.3,7.5,6.2,0.596153846
Golden Tate,Main-20-FD-04,5300,WR,NYG,10.4,0,0,50,18.3,13.5,4,0.384615385
Sterling Shepard,Main-19-FD-17,6200,WR,NYG,10.4,0,0,44,20,4,6.4,0.615384615
Jamison Crowder,Main-19-FD-17,5600,WR,NYJ,10.4,0,0,37,19,-1,16.6,1.596153846
Odell Beckham Jr.,Main-19-FD-17,6600,WR,CLE,10.4,0,0,44,23.3,-2.5,15.6,1.5
Golden Tate,Main-19-FD-15,6300,WR,NYG,10.4,0,0,47,25.3,-3.5,11.6,1.115384615
Sammy Watkins,Main-19-FD-10,6400,WR,KC,10.4,0,0,49,27,-5,7.6,0.730769231
Robby Anderson,Main-19-FD-08,6200,WR,NYJ,10.4,0,0,39.5,16.3,7,6.3,0.605769231
Marvin Jones Jr.,Main-19-FD-07,5600,WR,DET,10.4,0,0,43.5,20.5,2.5,38.3,3.682692308
Mike Williams,Main-19-FD-07,6200,WR,LAC,10.4,0,0,42.5,19.8,3,6.7,0.644230769
John Ross III,Main-19-FD-02,6400,WR,CIN,10.4,0,0,46,23.5,-1,19.2,1.846153846
Sterling Shepard,Main-19-FD-01,6000,WR,NYG,10.4,0,0,44,18.5,7,7.2,0.692307692
DJ Chark Jr.,Main-20-FD-16,5900,WR,JAC,10.3,0,0,47,18.8,9.5,14.2,1.378640777
Marquise Brown,Main-20-FD-15,6000,WR,BAL,10.3,0,0,48,30.5,-13,12.8,1.242718447
Russell Gage,Main-20-FD-15,5700,WR,ATL,10.3,0,0,48.5,21.25,6,15.3,1.485436893
Michael Pittman Jr.,Main-20-FD-14,5700,WR,IND,10.3,0,0,52.5,27.75,-3,5.5,0.533980583
Sterling Shepard,Main-20-FD-09,5500,WR,NYG,10.3,0,0,43,20,3,8.7,0.844660194
JuJu Smith-Schuster,Main-20-FD-08,6500,WR,PIT,10.3,0,0,44,20,4,10.2,0.990291262
Greg Ward,Main-19-FD-17,5600,WR,PHI,10.3,0,0,44,24,-4,7.3,0.708737864
Odell Beckham Jr.,Main-19-FD-16,6700,WR,CLE,10.3,0,0,48.5,19.5,9.5,12.4,1.203883495
Curtis Samuel,Main-19-FD-15,5600,WR,CAR,10.3,0,0,48.5,21.3,6,13.9,1.349514563
James Washington,Main-19-FD-14,6700,WR,PIT,10.3,0,0,43.5,23,-2.5,5.3,0.514563107
Terry McLaurin,Main-19-FD-14,5600,WR,WAS,10.3,0,0,42.5,14.8,13,13.7,1.330097087
Jarvis Landry,Main-19-FD-10,6000,WR,CLE,10.3,0,0,42,22.5,-3,20.2,1.961165049
Alshon Jeffery,Main-19-FD-08,6600,WR,PHI,10.3,0,0,39.5,19.3,1,8.4,0.815533981
DK Metcalf,Main-19-FD-08,6600,WR,SEA,10.3,0,0,48.5,28,-7.5,14.8,1.436893204
Dede Westbrook,Main-19-FD-06,5400,WR,JAC,10.3,0,0,42.5,22.5,-2.5,6.8,0.660194175
Alshon Jeffery,Main-19-FD-06,6400,WR,PHI,10.3,0,0,44,20.3,3.5,18.6,1.805825243
Mike Williams,Main-19-FD-01,6400,WR,LAC,10.3,0,0,44.5,25.3,-6,3.9,0.378640777
Corey Davis,Main-20-FD-02,4900,WR,TEN,10.3,0,2.58,44.5,25.8,-7,11.1,1.077669903
A.J. Green,Main-20-FD-01,6200,WR,CIN,10.3,0,1.72,41.5,19.5,2.5,7.6,0.737864078
DeVonta Smith,Main-21-FD-01,5300,WR,PHI,10.2,7.8,0,48,22.25,3.5,16.1,1.578431373
Tyron Johnson,Main-20-FD-16,5600,WR,LAC,10.2,0,0,47.5,25,-2.5,4.1,0.401960784
Marvin Jones Jr.,Main-20-FD-10,6200,WR,DET,10.2,0,0,46,24.3,-2.5,19.6,1.921568627
JuJu Smith-Schuster,Main-20-FD-07,6500,WR,PIT,10.2,0,0,51,25,1,13,1.274509804
Mike Williams,Main-19-FD-14,5900,WR,LAC,10.2,0,0,42,22.8,-3.5,13.3,1.303921569
DeVante Parker,Main-19-FD-11,5600,WR,MIA,10.2,0,0,41.5,17.3,7,17,1.666666667
Deebo Samuel,Main-19-FD-11,5600,WR,SF,10.2,0,0,44,27,-10,17.4,1.705882353
Dede Westbrook,Main-19-FD-07,5400,WR,JAC,10.2,0,0,44.5,24.3,-4,14.7,1.441176471
DK Metcalf,Main-19-FD-07,6200,WR,SEA,10.2,0,0,49,26,-3,5.3,0.519607843
Courtland Sutton,Main-19-FD-04,5700,WR,DEN,10.2,0,0,37,19.8,-2.5,21.2,2.078431373
DK Metcalf,Main-19-FD-02,6100,WR,SEA,10.2,0,0,47,21.5,4,13.6,1.333333333
Golden Tate,Main-20-FD-03,5400,WR,NYG,10.2,0,0,44,20.5,3,6.1,0.598039216
Will Fuller V,Main-20-FD-03,6000,WR,HOU,10.2,0,0,46.5,21.5,3.5,13.4,1.31372549
Laviska Shenault Jr.,Main-21-FD-01,5600,WR,JAC,10.1,10.7,0,44.5,23.75,-3,9.4,0.930693069
Tim Patrick,Main-20-FD-17,5300,WR,DEN,10.1,0,0,50.5,24,2.5,5.6,0.554455446
Allen Lazard,Main-20-FD-14,5800,WR,GB,10.1,0,0,55.5,31.5,-7.5,2.9,0.287128713
Jamison Crowder,Main-20-FD-13,6200,WR,NYJ,10.1,0,0,48,20.25,7.5,19.2,1.900990099
Darius Slayton,Main-20-FD-10,5900,WR,NYG,10.1,0,0,46,20.5,5,11.8,1.168316832
Christian Kirk,Main-20-FD-09,5900,WR,ARI,10.1,0,0,49,27.3,-5.5,20.8,2.059405941
A.J. Green,Main-20-FD-08,5800,WR,CIN,10.1,0,0,49.5,21,7.5,2.9,0.287128713
Tre'Quan Smith,Main-20-FD-07,5300,WR,NO,10.1,0,0,49.5,28.3,-7,7.4,0.732673267
Jarvis Landry,Main-20-FD-07,5500,WR,CLE,10.1,0,0,50,27.3,-4.5,8.46,0.837623762
Tim Patrick,Main-20-FD-07,5500,WR,DEN,10.1,0,0,46,19.5,7,5.9,0.584158416
DJ Moore,Main-19-FD-09,5400,WR,CAR,10.1,0,0,43,23.3,-3.5,13.6,1.346534653
Preston Williams,Main-19-FD-06,5600,WR,MIA,10.1,0,0,42,18,6,4.1,0.405940594
Geronimo Allison,Main-19-FD-05,5600,WR,GB,10.1,0,0,46.5,21.5,3.5,3.8,0.376237624
Jarvis Landry,Main-19-FD-01,6300,WR,CLE,10.1,0,0,44,24.8,-5.5,9.7,0.96039604
Alshon Jeffery,Main-19-FD-01,6700,WR,PHI,10.1,0,0,44,27.3,-10.5,19.6,1.940594059
Calvin Ridley,Main-19-FD-01,6500,WR,ATL,10.1,0,0,47,21.8,3.5,14.4,1.425742574
Jerry Jeudy,Main-21-FD-01,5500,WR,DEN,10,9.2,0,42.5,22.75,-3,10.2,1.02
A.J. Green,Main-20-FD-16,5500,WR,CIN,10,0,0,46,19.3,7.5,8.4,0.84
Tyler Boyd,Main-20-FD-13,6600,WR,CIN,10,0,0,43,16.25,10.5,13.7,1.37
T.Y. Hilton,Main-20-FD-13,5600,WR,IND,10,0,0,50,26.75,-3.5,21,2.1
Corey Davis,Main-20-FD-11,5900,WR,TEN,10,0,0,50.5,22.3,6,13.8,1.38
Jarvis Landry,Main-20-FD-11,5900,WR,CLE,10,0,0,45.5,24,-2.5,3.6,0.36
Tee Higgins,Main-20-FD-06,5500,WR,CIN,10,0,0,46,19.3,7.5,15.7,1.57
Jerry Jeudy,Main-20-FD-06,5700,WR,DEN,10,0,0,43.5,18.3,7,4.2,0.42
Justin Watson,Main-19-FD-17,6100,WR,TB,10,0,0,48,24.5,-1,3.7,0.37
Curtis Samuel,Main-19-FD-12,5700,WR,CAR,10,0,0,46,18,10,5.4,0.54
Larry Fitzgerald,Main-19-FD-10,5400,WR,ARI,10,0,0,51,22.8,5.5,11.1,1.11
Mike Williams,Main-19-FD-09,5700,WR,LAC,10,0,0,50,23,4,12.8,1.28
Tyrell Williams,Main-19-FD-08,5900,WR,OAK,10,0,0,52,23.5,5,16.6,1.66
Auden Tate,Main-19-FD-07,5900,WR,CIN,10,0,0,44.5,20.3,4,8,0.8
Curtis Samuel,Main-19-FD-01,5900,WR,CAR,10,0,0,49.5,24,1.5,4.7,0.47
Brandin Cooks,Main-21-FD-01,6300,WR,HOU,9.9,9.6,0,44.5,20.75,3,15.7,1.585858586
Jerry Jeudy,Main-20-FD-17,5100,WR,DEN,9.9,0,0,50.5,24,2.5,24.5,2.474747475
Darius Slayton,Main-20-FD-16,5000,WR,NYG,9.9,0,0,43.5,16.8,10,3.6,0.363636364
Michael Gallup,Main-20-FD-14,5300,WR,DAL,9.9,0,0,44,23.5,-3,3.3,0.333333333
Mike Williams,Main-20-FD-13,5800,WR,LAC,9.9,0,0,47,24.75,-2.5,6.3,0.636363636
Jarvis Landry,Main-20-FD-10,6000,WR,CLE,9.9,0,0,46,25.3,-4.5,4.4,0.444444444
Mecole Hardman,Main-20-FD-09,5600,WR,KC,9.9,0,0,51.5,30.8,-10,6.3,0.636363636
T.Y. Hilton,Main-19-FD-17,6500,WR,IND,9.9,0,0,41.5,23.5,-5.5,8.7,0.878787879
Will Fuller V,Main-19-FD-15,6600,WR,HOU,9.9,0,0,50,23.5,3,8.6,0.868686869
Chris Conley,Main-19-FD-15,5100,WR,JAC,9.9,0,0,47,20,7,18.9,1.909090909
Curtis Samuel,Main-19-FD-09,5600,WR,CAR,9.9,0,0,43,23.3,-3.5,14.9,1.505050505
Robby Anderson,Main-19-FD-09,6200,WR,NYJ,9.9,0,0,42.5,23,-3.5,4.3,0.434343434
Mohamed Sanu,Main-19-FD-06,6000,WR,ATL,9.9,0,0,52.5,27.8,-3,4.4,0.444444444
Robby Anderson,Main-19-FD-06,5300,WR,NYJ,9.9,0,0,43.5,18.3,7,21,2.121212121
DK Metcalf,Main-19-FD-06,5800,WR,SEA,9.9,0,0,45.5,22.3,1,9.3,0.939393939
Marquise Brown,Main-19-FD-02,5700,WR,BAL,9.9,0,0,46,29.5,-13,12.6,1.272727273
Sterling Shepard,Main-19-FD-03,6000,WR,NYG,9.9,0,0,48,21.5,5,23.6,2.383838384
Jerry Jeudy,Main-20-FD-03,5300,WR,DEN,9.9,0,0,42.5,18.3,6,8,0.808080808
DeSean Jackson,Main-20-FD-02,5500,WR,PHI,9.9,0,1.98,46,24,-2,9.4,0.949494949
Darius Slayton,Main-20-FD-02,5300,WR,NYG,9.9,0,1.98,42.5,19,4.5,4.8,0.484848485
Jamison Crowder,Main-20-FD-01,6000,WR,NYJ,9.9,0,1.65,39.5,16.5,6.5,21,2.121212121
DJ Chark Jr.,Main-21-FD-01,6100,WR,JAC,9.8,7.8,0,44.5,23.75,-3,16.1,1.642857143
Marvin Jones Jr.,Main-21-FD-01,5800,WR,JAC,9.8,8,0,44.5,23.75,-3,16.2,1.653061224
Michael Pittman Jr.,Main-21-FD-01,5300,WR,IND,9.8,9,0,49,23,3,4.4,0.448979592
Diontae Johnson,Main-20-FD-17,6800,WR,PIT,9.8,0,0,45,17.3,10.5,11.1,1.132653061
Rashard Higgins,Main-20-FD-17,5600,WR,CLE,9.8,0,0,45,27.8,-10.5,6.5,0.663265306
Darius Slayton,Main-20-FD-17,5000,WR,NYG,9.8,0,0,44.5,21.5,1.5,3.2,0.326530612
Sterling Shepard,Main-20-FD-14,5500,WR,NYG,9.8,0,0,47,22.25,2.5,5,0.510204082
Marvin Jones Jr.,Main-20-FD-13,6000,WR,DET,9.8,0,0,44,20.5,3,21.6,2.204081633
Tee Higgins,Main-20-FD-13,6400,WR,CIN,9.8,0,0,43,16.25,10.5,8.1,0.826530612
Curtis Samuel,Main-20-FD-11,5600,WR,CAR,9.8,0,0,47,22,3,17.4,1.775510204
DeVante Parker,Main-20-FD-09,6300,WR,MIA,9.8,0,0,49,21.8,5.5,9.4,0.959183673
Mike Williams,Main-20-FD-08,5900,WR,LAC,9.8,0,0,44.5,23.8,-3,18.5,1.887755102
Diontae Johnson,Main-20-FD-07,5800,WR,PIT,9.8,0,0,51,25,1,24.5,2.5
A.J. Green,Main-20-FD-07,5600,WR,CIN,9.8,0,0,50,22.8,4.5,11.7,1.193877551
Christian Kirk,Main-19-FD-17,5700,WR,ARI,9.8,0,0,46,19.5,7,10.1,1.030612245
Sterling Shepard,Main-19-FD-16,6300,WR,NYG,9.8,0,0,42,21.5,-1,16.6,1.693877551
Tyrell Williams,Main-19-FD-14,5700,WR,OAK,9.8,0,0,47,22,3,5,0.510204082
Tyler Boyd,Main-19-FD-12,5600,WR,CIN,9.8,0,0,37.5,16,5.5,16.6,1.693877551
DJ Moore,Main-19-FD-08,5500,WR,CAR,9.8,0,0,41,18.3,4.5,6.3,0.642857143
Mike Williams,Main-19-FD-08,5700,WR,LAC,9.8,0,0,41,18.8,3.5,8.4,0.857142857
Auden Tate,Main-19-FD-05,5300,WR,CIN,9.8,0,0,45,24,-3,10.1,1.030612245
Stefon Diggs,Main-19-FD-04,6100,WR,MIN,9.8,0,0,38,19.5,-1,12.3,1.255102041
Jarvis Landry,Main-19-FD-04,6200,WR,CLE,9.8,0,0,47,19.8,7.5,20.7,2.112244898
Phillip Dorsett II,Main-19-FD-03,5000,WR,NE,9.8,0,0,43,31.8,-20.5,15.5,1.581632653
Brandin Cooks,Main-20-FD-03,5700,WR,HOU,9.8,0,0,46.5,21.5,3.5,3.8,0.387755102
John Brown,Main-20-FD-01,6100,WR,BUF,9.8,0,1.63,39.5,23,-6.5,16,1.632653061
Jarvis Landry,Main-20-FD-01,6300,WR,CLE,9.8,0,1.63,47,20,7,8.6,0.87755102
Sterling Shepard,Main-20-FD-13,5600,WR,NYG,9.7,0,0,48.5,18.75,11,4.7,0.484536082
Jerry Jeudy,Main-20-FD-09,5700,WR,DEN,9.7,0,0,50,22.8,4.5,22,2.268041237
Travis Fulgham,Main-20-FD-06,5300,WR,PHI,9.7,0,0,46.5,18,10.5,16.5,1.701030928
Sammy Watkins,Main-20-FD-05,5600,WR,KC,9.7,0,0,54.5,32.8,-11,9.4,0.969072165
Mecole Hardman,Main-20-FD-05,5100,WR,KC,9.7,0,0,54.5,32.8,-11,6,0.618556701
Keelan Cole,Main-20-FD-04,5600,WR,JAC,9.7,0,0,50,24.5,1,6.6,0.680412371
Randall Cobb,Main-20-FD-04,5400,WR,HOU,9.7,0,0,52.5,28,-3.5,4.6,0.474226804
Jamison Crowder,Main-19-FD-16,6000,WR,NYJ,9.7,0,0,36.5,16.8,3,8,0.824742268
A.J. Brown,Main-19-FD-14,5400,WR,TEN,9.7,0,0,47,25,-3,31.1,3.206185567
Darius Slayton,Main-19-FD-13,6300,WR,NYG,9.7,0,0,43.5,18.5,6.5,7.4,0.762886598
Alshon Jeffery,Main-19-FD-13,6500,WR,PHI,9.7,0,0,45,27.8,-10.5,24.2,2.494845361
Brandin Cooks,Main-19-FD-13,6700,WR,LAR,9.7,0,0,47,24.8,-2.5,3.4,0.350515464
A.J. Brown,Main-19-FD-13,5300,WR,TEN,9.7,0,0,41.5,21.3,-1,6,0.618556701
A.J. Brown,Main-19-FD-08,5500,WR,TEN,9.7,0,0,45.5,23.8,-2,8.1,0.835051546
Phillip Dorsett II,Main-19-FD-08,5600,WR,NE,9.7,0,0,43,26.3,-9.5,5.8,0.597938144
Diontae Johnson,Main-19-FD-05,5000,WR,PIT,9.7,0,0,44,20.3,3.5,5.2,0.536082474
Larry Fitzgerald,Main-19-FD-01,5900,WR,ARI,9.7,0,0,45.5,21.5,2.5,21.3,2.195876289
Christian Kirk,Main-19-FD-01,6000,WR,ARI,9.7,0,0,45.5,21.5,2.5,8.4,0.865979381
Mike Evans,Main-20-FD-01,7500,WR,TB,9.7,0,1.39,48.5,22,4.5,6.7,0.690721649
Jakobi Meyers,Main-21-FD-01,5400,WR,NE,9.6,8.6,0,43.5,23,-2.5,7.4,0.770833333
Ja'Marr Chase,Main-21-FD-01,5500,WR,CIN,9.6,8.3,0,48,22.5,3,18.4,1.916666667
Jerry Jeudy,Main-20-FD-14,5600,WR,DEN,9.6,0,0,45,20.5,4,5.2,0.541666667
Allen Lazard,Main-20-FD-13,5600,WR,GB,9.6,0,0,50,29,-8,6.5,0.677083333
Nelson Agholor,Main-20-FD-13,5400,WR,LV,9.6,0,0,48,27.75,-7.5,5.8,0.604166667
Breshad Perriman,Main-20-FD-12,5900,WR,NYJ,9.6,0,0,46,19.3,7.5,9.9,1.03125
Cole Beasley,Main-20-FD-09,5300,WR,BUF,9.6,0,0,55,26,3,5.4,0.5625
Laviska Shenault Jr.,Main-20-FD-07,5500,WR,JAC,9.6,0,0,48,20,8,5.9,0.614583333
Jerry Jeudy,Main-20-FD-07,5600,WR,DEN,9.6,0,0,46,19.5,7,3,0.3125
Brandin Cooks,Main-20-FD-05,5200,WR,HOU,9.6,0,0,55,30.8,-6.5,26.1,2.71875
Laviska Shenault Jr.,Main-20-FD-04,5200,WR,JAC,9.6,0,0,50,24.5,1,11.6,1.208333333
Mike Williams,Main-19-FD-17,6300,WR,LAC,9.6,0,0,46,18,10,4.8,0.5
Robby Anderson,Main-19-FD-16,6100,WR,NYJ,9.6,0,0,36.5,16.8,3,10.2,1.0625
Cole Beasley,Main-19-FD-14,6100,WR,BUF,9.6,0,0,44,18.8,6.5,12.9,1.34375
