,starting_position,finishing_position,laps_led,times_led,laps_completed,finishing_status,disqualified,race_name,name,team,series
268,28,13,3,2,200,Running,FALSE,FireKeepers Casino 400,Christopher Bell,Joe Gibbs Racing,1
269,33,32,0,0,194,Running,FALSE,FireKeepers Casino 400,Garrett Smithley,Rick Ware Racing,1
270,22,35,0,0,152,Running,FALSE,FireKeepers Casino 400,Ross Chastain,Trackhouse Racing Team,1
271,21,11,0,0,200,Running,FALSE,FireKeepers Casino 400,Chase Briscoe,Stewart-Haas Racing,1
272,9,5,10,2,200,Running,FALSE,FireKeepers Casino 400,Denny Hamlin,Joe Gibbs Racing,1
273,2,8,68,2,200,Running,FALSE,FireKeepers Casino 400,Chase Elliott,Hendrick Motorsports,1
274,14,29,0,0,198,Running,FALSE,FireKeepers Casino 400,Tyler Reddick,Richard Childress Racing,1
275,16,24,0,0,200,Running,FALSE,FireKeepers Casino 400,Ryan Newman,Roush Fenway Racing,1
276,6,4,1,1,200,Running,FALSE,FireKeepers Casino 400,Kurt Busch,23XI Racing,1
277,29,31,0,0,195,Running,FALSE,FireKeepers Casino 400,Josh Bilicki,Spire Motorsports,1
278,31,30,0,0,196,Running,FALSE,FireKeepers Casino 400,Quin Houff,Starcom Racing,1
279,7,7,13,3,200,Running,FALSE,FireKeepers Casino 400,Kyle Busch,Joe Gibbs Racing,1
280,1,3,70,6,200,Running,FALSE,FireKeepers Casino 400,Kyle Larson,Hendrick Motorsports,1
281,10,16,0,0,200,Running,FALSE,FireKeepers Casino 400,Alex Bowman,Hendrick Motorsports,1
282,30,22,0,0,200,Running,FALSE,FireKeepers Casino 400,Daniel Suarez,Trackhouse Racing Team,1
283,25,20,0,0,200,Running,FALSE,FireKeepers Casino 400,Michael McDowell,Front Row Motorsports,1
284,23,17,0,0,200,Running,FALSE,FireKeepers Casino 400,Aric Almirola,Stewart-Haas Racing,1
285,5,10,0,0,200,Running,FALSE,FireKeepers Casino 400,Martin Truex Jr.,Joe Gibbs Racing,1
286,4,6,1,1,200,Running,FALSE,FireKeepers Casino 400,Matt DiBenedetto,Rackley W.A.R.,1
287,15,19,0,0,200,Running,FALSE,FireKeepers Casino 400,Bubba Wallace,23XI Racing,1
288,13,18,0,0,200,Running,FALSE,FireKeepers Casino 400,Erik Jones,Petty GMS Motorsports,1
289,18,2,18,1,200,Running,FALSE,FireKeepers Casino 400,William Byron,Hendrick Motorsports,1
290,19,33,0,0,188,DVP,FALSE,FireKeepers Casino 400,Joey Logano,Team Penske,1
291,37,27,0,0,199,Running,FALSE,FireKeepers Casino 400,Cody Ware,,1
292,32,21,0,0,200,Running,FALSE,FireKeepers Casino 400,Ryan Preece,JTG Daugherty Racing,1
293,24,26,0,0,200,Running,FALSE,FireKeepers Casino 400,Josh Berry,JR Motorsports,1
294,27,23,0,0,200,Running,FALSE,FireKeepers Casino 400,Cole Custer,Stewart-Haas Racing,1
295,11,15,0,0,200,Running,FALSE,FireKeepers Casino 400,Chris Buescher,RFK Racing,1
296,17,25,0,0,200,Running,FALSE,FireKeepers Casino 400,Justin Haley,Kaulig Racing,1
297,36,28,0,0,198,Running,FALSE,FireKeepers Casino 400,BJ McLeod,Live Fast Motorsports,1
298,3,1,8,1,200,Running,FALSE,FireKeepers Casino 400,Ryan Blaney,Team Penske,1
299,34,37,0,0,29,Accident,FALSE,FireKeepers Casino 400,Joey Gase,,1
300,26,36,2,1,120,Accident,FALSE,FireKeepers Casino 400,Austin Dillon,Richard Childress Racing,1
301,20,9,6,1,200,Running,FALSE,FireKeepers Casino 400,Brad Keselowski,RFK Racing,1
302,12,12,0,0,200,Running,FALSE,FireKeepers Casino 400,Ricky Stenhouse Jr.,JTG Daugherty Racing,1
303,8,14,0,0,200,Running,FALSE,FireKeepers Casino 400,Kevin Harvick,Stewart-Haas Racing,1
304,2,37,12,5,146,Accident,FALSE,Coke Zero Sugar 400,William Byron,Hendrick Motorsports,1
305,23,3,2,2,165,Running,FALSE,Coke Zero Sugar 400,Ryan Newman,Roush Fenway Racing,1
306,18,39,0,0,23,Engine,FALSE,Coke Zero Sugar 400,Michael McDowell,Front Row Motorsports,1
307,29,18,14,5,164,Accident,FALSE,Coke Zero Sugar 400,Ross Chastain,Trackhouse Racing Team,1
308,3,13,7,3,165,Running,FALSE,Coke Zero Sugar 400,Denny Hamlin,Joe Gibbs Racing,1
309,32,26,0,0,163,Running,FALSE,Coke Zero Sugar 400,Anthony Alfredo,Our Motorsports,1
310,19,14,0,0,165,Running,FALSE,Coke Zero Sugar 400,Aric Almirola,Stewart-Haas Racing,1
311,9,25,0,0,164,Running,FALSE,Coke Zero Sugar 400,Matt DiBenedetto,Rackley W.A.R.,1
312,5,8,36,5,165,Running,FALSE,Coke Zero Sugar 400,Chase Elliott,Hendrick Motorsports,1
313,14,32,8,2,157,Accident,FALSE,Coke Zero Sugar 400,Christopher Bell,Joe Gibbs Racing,1
314,30,9,0,0,165,Running,FALSE,Coke Zero Sugar 400,BJ McLeod,Live Fast Motorsports,1
315,1,20,0,1,164,Accident,FALSE,Coke Zero Sugar 400,Kyle Larson,Hendrick Motorsports,1
316,33,16,1,1,164,Accident,FALSE,Coke Zero Sugar 400,Corey LaJoie,Spire Motorsports,1
317,6,1,7,3,165,Running,FALSE,Coke Zero Sugar 400,Ryan Blaney,Team Penske,1
318,27,17,3,2,164,Accident,FALSE,Coke Zero Sugar 400,Austin Dillon,Richard Childress Racing,1
319,4,34,5,1,156,Accident,FALSE,Coke Zero Sugar 400,Kyle Busch,Joe Gibbs Racing,1
320,13,40,8,2,165,Running,TRUE,Coke Zero Sugar 400,Chris Buescher,RFK Racing,1
321,17,5,0,0,165,Running,FALSE,Coke Zero Sugar 400,Tyler Reddick,Richard Childress Racing,1
322,26,19,0,0,164,Accident,FALSE,Coke Zero Sugar 400,Daniel Suarez,Trackhouse Racing Team,1
323,24,4,0,0,165,Running,FALSE,Coke Zero Sugar 400,Ryan Preece,JTG Daugherty Racing,1
324,11,15,4,3,165,Running,FALSE,Coke Zero Sugar 400,Kevin Harvick,Stewart-Haas Racing,1
325,35,38,0,0,136,Running,FALSE,Coke Zero Sugar 400,Quin Houff,Starcom Racing,1
326,10,33,0,0,156,Accident,FALSE,Coke Zero Sugar 400,Brad Keselowski,RFK Racing,1
327,40,27,0,0,163,Running,FALSE,Coke Zero Sugar 400,David Starr,JD Motorsports,1
328,8,12,0,0,165,Running,FALSE,Coke Zero Sugar 400,Kurt Busch,23XI Racing,1
329,7,29,13,2,163,Running,FALSE,Coke Zero Sugar 400,Martin Truex Jr.,Joe Gibbs Racing,1
330,25,24,0,0,164,Running,FALSE,Coke Zero Sugar 400,Cole Custer,Stewart-Haas Racing,1
331,28,6,0,0,165,Running,FALSE,Coke Zero Sugar 400,Justin Haley,Kaulig Racing,1
332,12,22,0,0,164,Running,FALSE,Coke Zero Sugar 400,Ricky Stenhouse Jr.,JTG Daugherty Racing,1
333,38,35,0,0,156,Accident,FALSE,Coke Zero Sugar 400,Kaz Grala,Richard Childress Racing,1
334,20,2,8,4,165,Running,FALSE,Coke Zero Sugar 400,Bubba Wallace,23XI Racing,1
335,22,23,37,5,164,Running,FALSE,Coke Zero Sugar 400,Joey Logano,Team Penske,1
336,39,36,0,0,146,Accident,FALSE,Coke Zero Sugar 400,Landon Cassill,Kaulig Racing,1
337,21,11,0,0,165,Running,FALSE,Coke Zero Sugar 400,Erik Jones,Petty GMS Motorsports,1
338,34,30,0,0,163,Running,FALSE,Coke Zero Sugar 400,Garrett Smithley,Rick Ware Racing,1
339,16,21,0,0,164,Accident,FALSE,Coke Zero Sugar 400,Chase Briscoe,Stewart-Haas Racing,1
340,31,28,0,0,163,Running,FALSE,Coke Zero Sugar 400,Cody Ware,,1
341,36,10,0,0,165,Running,FALSE,Coke Zero Sugar 400,Josh Bilicki,Spire Motorsports,1
342,37,31,0,0,162,Running,FALSE,Coke Zero Sugar 400,Joey Gase,,1
343,15,7,0,0,165,Running,FALSE,Coke Zero Sugar 400,Alex Bowman,Hendrick Motorsports,1
344,31,19,0,0,109,Running,FALSE,Bank of America ROVAL 400,Ryan Preece,JTG Daugherty Racing,1
345,26,35,0,0,93,Accident,FALSE,Bank of America ROVAL 400,Corey LaJoie,Spire Motorsports,1
346,14,15,0,0,109,Running,FALSE,Bank of America ROVAL 400,Austin Dillon,Richard Childress Racing,1
347,1,5,25,3,109,Running,FALSE,Bank of America ROVAL 400,Denny Hamlin,Joe Gibbs Racing,1
348,37,28,0,0,109,Running,FALSE,Bank of America ROVAL 400,Josh Bilicki,Spire Motorsports,1
349,11,11,30,2,109,Running,FALSE,Bank of America ROVAL 400,William Byron,Hendrick Motorsports,1
350,9,4,22,1,109,Running,FALSE,Bank of America ROVAL 400,Kyle Busch,Joe Gibbs Racing,1
351,24,39,0,0,19,Accident,FALSE,Bank of America ROVAL 400,Ryan Newman,Roush Fenway Racing,1
352,23,18,0,0,109,Running,FALSE,Bank of America ROVAL 400,Cole Custer,Stewart-Haas Racing,1
353,18,21,0,0,109,Running,FALSE,Bank of America ROVAL 400,Ricky Stenhouse Jr.,JTG Daugherty Racing,1
354,15,14,0,0,109,Running,FALSE,Bank of America ROVAL 400,Bubba Wallace,23XI Racing,1
355,20,26,0,0,109,Running,FALSE,Bank of America ROVAL 400,Anthony Alfredo,Our Motorsports,1
356,30,6,0,0,109,Running,FALSE,Bank of America ROVAL 400,Matt DiBenedetto,Rackley W.A.R.,1
357,29,2,0,0,109,Running,FALSE,Bank of America ROVAL 400,Tyler Reddick,Richard Childress Racing,1
358,5,29,0,0,109,Running,FALSE,Bank of America ROVAL 400,Martin Truex Jr.,Joe Gibbs Racing,1
359,6,9,10,2,109,Running,FALSE,Bank of America ROVAL 400,Ryan Blaney,Team Penske,1
360,27,23,0,0,109,Running,FALSE,Bank of America ROVAL 400,Ross Chastain,Trackhouse Racing Team,1
361,16,3,1,1,109,Running,FALSE,Bank of America ROVAL 400,Chris Buescher,RFK Racing,1
362,8,12,2,1,109,Running,FALSE,Bank of America ROVAL 400,Chase Elliott,Hendrick Motorsports,1
363,13,25,2,2,109,Running,FALSE,Bank of America ROVAL 400,Kurt Busch,23XI Racing,1
364,7,33,0,0,98,Accident,FALSE,Bank of America ROVAL 400,Kevin Harvick,Stewart-Haas Racing,1
365,2,20,0,0,109,Running,FALSE,Bank of America ROVAL 400,Brad Keselowski,RFK Racing,1
366,19,16,0,0,109,Running,FALSE,Bank of America ROVAL 400,Michael McDowell,Front Row Motorsports,1
367,32,36,0,0,90,Accident,FALSE,Bank of America ROVAL 400,Cody Ware,,1
368,10,1,8,1,109,Running,FALSE,Bank of America ROVAL 400,Kyle Larson,Hendrick Motorsports,1
369,3,7,4,1,109,Running,FALSE,Bank of America ROVAL 400,Joey Logano,Team Penske,1
370,25,13,0,0,109,Running,FALSE,Bank of America ROVAL 400,Daniel Suarez,Trackhouse Racing Team,1
371,4,8,0,0,109,Running,FALSE,Bank of America ROVAL 400,Christopher Bell,Joe Gibbs Racing,1
372,22,22,0,0,109,Running,FALSE,Bank of America ROVAL 400,Chase Briscoe,Stewart-Haas Racing,1
373,35,31,0,0,109,Running,FALSE,Bank of America ROVAL 400,Scott Heckert,,1
374,34,34,0,0,96,Running,FALSE,Bank of America ROVAL 400,Garrett Smithley,Rick Ware Racing,1
375,36,27,0,0,109,Running,FALSE,Bank of America ROVAL 400,Joey Hand,,1
376,28,30,0,0,109,Running,FALSE,Bank of America ROVAL 400,Quin Houff,Starcom Racing,1
377,21,24,0,0,109,Running,FALSE,Bank of America ROVAL 400,Aric Almirola,Stewart-Haas Racing,1
378,17,17,0,0,109,Running,FALSE,Bank of America ROVAL 400,Erik Jones,Petty GMS Motorsports,1
379,12,10,0,0,109,Running,FALSE,Bank of America ROVAL 400,Alex Bowman,Hendrick Motorsports,1
380,38,37,0,0,66,Engine,FALSE,Bank of America ROVAL 400,Justin Haley,Kaulig Racing,1
381,39,32,0,0,108,Running,FALSE,Bank of America ROVAL 400,Timmy Hill,,1
382,33,38,5,2,57,Engine,FALSE,Bank of America ROVAL 400,AJ Allmendinger,Kaulig Racing,1
383,6,2,156,5,367,Running,FALSE,Cook Out Southern 500,Kyle Larson,Hendrick Motorsports,1
384,2,1,146,4,367,Running,FALSE,Cook Out Southern 500,Denny Hamlin,Joe Gibbs Racing,1
385,10,4,1,1,367,Running,FALSE,Cook Out Southern 500,Martin Truex Jr.,Joe Gibbs Racing,1
386,3,6,13,1,367,Running,FALSE,Cook Out Southern 500,Kurt Busch,23XI Racing,1
387,1,22,17,2,366,Running,FALSE,Cook Out Southern 500,Ryan Blaney,Team Penske,1
388,11,8,0,0,367,Running,FALSE,Cook Out Southern 500,Joey Logano,Team Penske,1
389,9,5,20,1,367,Running,FALSE,Cook Out Southern 500,Kevin Harvick,Stewart-Haas Racing,1
390,16,7,0,0,367,Running,FALSE,Cook Out Southern 500,Brad Keselowski,RFK Racing,1
391,13,20,10,2,366,Running,FALSE,Cook Out Southern 500,Christopher Bell,Joe Gibbs Racing,1
392,4,31,0,0,327,Accident,FALSE,Cook Out Southern 500,Chase Elliott,Hendrick Motorsports,1
393,8,16,0,0,366,Running,FALSE,Cook Out Southern 500,Aric Almirola,Stewart-Haas Racing,1
394,7,18,0,0,366,Running,FALSE,Cook Out Southern 500,Tyler Reddick,Richard Childress Racing,1
395,5,26,0,0,363,Running,FALSE,Cook Out Southern 500,Alex Bowman,Hendrick Motorsports,1
396,12,35,0,0,125,Accident,FALSE,Cook Out Southern 500,Kyle Busch,Joe Gibbs Racing,1
397,14,34,0,0,199,Accident,FALSE,Cook Out Southern 500,William Byron,Hendrick Motorsports,1
398,15,37,0,0,30,Accident,FALSE,Cook Out Southern 500,Michael McDowell,Front Row Motorsports,1
399,21,10,0,0,367,Running,FALSE,Cook Out Southern 500,Austin Dillon,Richard Childress Racing,1
400,30,23,0,0,365,Running,FALSE,Cook Out Southern 500,Matt DiBenedetto,Rackley W.A.R.,1
401,34,9,0,0,367,Running,FALSE,Cook Out Southern 500,Chris Buescher,RFK Racing,1
402,23,3,1,1,367,Running,FALSE,Cook Out Southern 500,Ross Chastain,Trackhouse Racing Team,1
403,29,17,0,0,366,Running,FALSE,Cook Out Southern 500,Ricky Stenhouse Jr.,JTG Daugherty Racing,1
404,17,21,0,0,366,Running,FALSE,Cook Out Southern 500,Bubba Wallace,23XI Racing,1
405,24,19,0,0,366,Running,FALSE,Cook Out Southern 500,Chase Briscoe,Stewart-Haas Racing,1
406,26,13,0,0,367,Running,FALSE,Cook Out Southern 500,Daniel Suarez,Trackhouse Racing Team,1
407,19,14,0,0,367,Running,FALSE,Cook Out Southern 500,Ryan Newman,Roush Fenway Racing,1
408,18,12,0,0,367,Running,FALSE,Cook Out Southern 500,Ryan Preece,JTG Daugherty Racing,1
409,22,32,2,1,264,Engine,FALSE,Cook Out Southern 500,Erik Jones,Petty GMS Motorsports,1
410,31,11,0,0,367,Running,FALSE,Cook Out Southern 500,Cole Custer,Stewart-Haas Racing,1
411,25,15,0,0,367,Running,FALSE,Cook Out Southern 500,Corey LaJoie,Spire Motorsports,1
412,32,24,0,0,364,Running,FALSE,Cook Out Southern 500,Anthony Alfredo,Our Motorsports,1
413,28,28,0,0,359,Running,FALSE,Cook Out Southern 500,Josh Bilicki,Spire Motorsports,1
414,37,30,0,0,355,Running,FALSE,Cook Out Southern 500,Quin Houff,Starcom Racing,1
415,36,36,0,0,50,Accident,FALSE,Cook Out Southern 500,James Davison,,1
416,20,25,0,0,364,Running,FALSE,Cook Out Southern 500,Justin Haley,Kaulig Racing,1
417,27,27,0,0,359,Running,FALSE,Cook Out Southern 500,BJ McLeod,Live Fast Motorsports,1
418,35,29,1,1,357,Running,FALSE,Cook Out Southern 500,Joey Gase,,1
419,33,33,0,0,209,Accident,FALSE,Cook Out Southern 500,Cody Ware,,1
420,22,1,25,2,293,Running,FALSE,Foxwoods Resort Casino 301,Aric Almirola,Stewart-Haas Racing,1
421,4,16,2,1,292,Running,FALSE,Foxwoods Resort Casino 301,Kurt Busch,23XI Racing,1
422,1,37,6,1,8,Accident,FALSE,Foxwoods Resort Casino 301,Kyle Busch,Joe Gibbs Racing,1
423,6,10,1,1,293,Running,FALSE,Foxwoods Resort Casino 301,Denny Hamlin,Joe Gibbs Racing,1
424,12,6,66,2,293,Running,FALSE,Foxwoods Resort Casino 301,Kevin Harvick,Stewart-Haas Racing,1
425,11,3,53,2,293,Running,FALSE,Foxwoods Resort Casino 301,Brad Keselowski,RFK Racing,1
426,28,24,0,0,292,Running,FALSE,Foxwoods Resort Casino 301,Ryan Newman,Roush Fenway Racing,1
427,2,12,0,0,293,Running,FALSE,Foxwoods Resort Casino 301,Martin Truex Jr.,Joe Gibbs Racing,1
428,23,25,0,0,292,Running,FALSE,Foxwoods Resort Casino 301,Michael McDowell,Front Row Motorsports,1
429,15,4,0,0,293,Running,FALSE,Foxwoods Resort Casino 301,Joey Logano,Team Penske,1
430,13,17,0,0,292,Running,FALSE,Foxwoods Resort Casino 301,Austin Dillon,Richard Childress Racing,1
431,29,15,0,0,293,Running,FALSE,Foxwoods Resort Casino 301,Ricky Stenhouse Jr.,JTG Daugherty Racing,1
432,14,11,20,1,293,Running,FALSE,Foxwoods Resort Casino 301,Matt DiBenedetto,Rackley W.A.R.,1
433,32,30,0,0,288,Running,FALSE,Foxwoods Resort Casino 301,BJ McLeod,Live Fast Motorsports,1
434,17,29,0,0,290,Running,FALSE,Foxwoods Resort Casino 301,Chris Buescher,RFK Racing,1
435,20,8,3,1,293,Running,FALSE,Foxwoods Resort Casino 301,Ross Chastain,Trackhouse Racing Team,1
436,7,5,64,2,293,Running,FALSE,Foxwoods Resort Casino 301,Ryan Blaney,Team Penske,1
437,18,26,0,0,292,Running,FALSE,Foxwoods Resort Casino 301,Bubba Wallace,23XI Racing,1
438,10,7,0,0,293,Running,FALSE,Foxwoods Resort Casino 301,Kyle Larson,Hendrick Motorsports,1
439,5,9,0,0,293,Running,FALSE,Foxwoods Resort Casino 301,Alex Bowman,Hendrick Motorsports,1
440,24,19,0,0,292,Running,FALSE,Foxwoods Resort Casino 301,Erik Jones,Petty GMS Motorsports,1
441,3,18,53,2,292,Running,FALSE,Foxwoods Resort Casino 301,Chase Elliott,Hendrick Motorsports,1
442,8,13,0,0,293,Running,FALSE,Foxwoods Resort Casino 301,Tyler Reddick,Richard Childress Racing,1
443,25,22,0,0,292,Running,FALSE,Foxwoods Resort Casino 301,Ryan Preece,JTG Daugherty Racing,1
444,26,23,0,0,292,Running,FALSE,Foxwoods Resort Casino 301,Corey LaJoie,Spire Motorsports,1
445,21,14,0,0,293,Running,FALSE,Foxwoods Resort Casino 301,Cole Custer,Stewart-Haas Racing,1
446,31,20,0,0,292,Running,FALSE,Foxwoods Resort Casino 301,Daniel Suarez,Trackhouse Racing Team,1
447,34,31,0,0,285,Running,FALSE,Foxwoods Resort Casino 301,Cody Ware,,1
448,33,33,0,0,283,Running,FALSE,Foxwoods Resort Casino 301,Garrett Smithley,Rick Ware Racing,1
449,9,2,0,0,293,Running,FALSE,Foxwoods Resort Casino 301,Christopher Bell,Joe Gibbs Racing,1
450,30,28,0,0,291,Running,FALSE,Foxwoods Resort Casino 301,Justin Haley,Kaulig Racing,1
451,16,21,0,0,292,Running,FALSE,Foxwoods Resort Casino 301,William Byron,Hendrick Motorsports,1
452,37,36,0,0,40,Clutch,FALSE,Foxwoods Resort Casino 301,James Davison,,1
453,35,34,0,0,280,Running,FALSE,Foxwoods Resort Casino 301,Josh Bilicki,Spire Motorsports,1
454,19,27,0,0,291,Running,FALSE,Foxwoods Resort Casino 301,Chase Briscoe,Stewart-Haas Racing,1
455,36,35,0,0,187,Accident,FALSE,Foxwoods Resort Casino 301,Quin Houff,Starcom Racing,1
456,27,32,0,0,285,Running,FALSE,Foxwoods Resort Casino 301,Anthony Alfredo,Our Motorsports,1
457,5,1,175,7,500,Running,FALSE,Bass Pro Shops Night Race,Kyle Larson,Hendrick Motorsports,1
458,1,7,5,1,500,Running,FALSE,Bass Pro Shops Night Race,Martin Truex Jr.,Joe Gibbs Racing,1
459,2,9,65,3,500,Running,FALSE,Bass Pro Shops Night Race,Denny Hamlin,Joe Gibbs Racing,1
460,7,4,45,3,500,Running,FALSE,Bass Pro Shops Night Race,Ryan Blaney,Team Penske,1
461,9,21,0,0,499,Running,FALSE,Bass Pro Shops Night Race,Kyle Busch,Joe Gibbs Racing,1
462,4,25,129,3,497,Running,FALSE,Bass Pro Shops Night Race,Chase Elliott,Hendrick Motorsports,1
463,11,5,0,0,500,Running,FALSE,Bass Pro Shops Night Race,Alex Bowman,Hendrick Motorsports,1
464,14,3,0,0,500,Running,FALSE,Bass Pro Shops Night Race,William Byron,Hendrick Motorsports,1
465,3,11,0,0,500,Running,FALSE,Bass Pro Shops Night Race,Joey Logano,Team Penske,1
466,10,6,10,4,500,Running,FALSE,Bass Pro Shops Night Race,Brad Keselowski,RFK Racing,1
467,6,29,0,0,493,Running,FALSE,Bass Pro Shops Night Race,Christopher Bell,Joe Gibbs Racing,1
468,8,2,71,3,500,Running,FALSE,Bass Pro Shops Night Race,Kevin Harvick,Stewart-Haas Racing,1
469,12,18,0,0,500,Running,FALSE,Bass Pro Shops Night Race,Aric Almirola,Stewart-Haas Racing,1
470,13,12,0,0,500,Running,FALSE,Bass Pro Shops Night Race,Tyler Reddick,Richard Childress Racing,1
471,15,19,0,0,500,Running,FALSE,Bass Pro Shops Night Race,Kurt Busch,23XI Racing,1
472,16,24,0,0,498,Running,FALSE,Bass Pro Shops Night Race,Michael McDowell,Front Row Motorsports,1
473,18,15,0,0,500,Running,FALSE,Bass Pro Shops Night Race,Austin Dillon,Richard Childress Racing,1
474,19,10,0,0,500,Running,FALSE,Bass Pro Shops Night Race,Matt DiBenedetto,Rackley W.A.R.,1
475,17,14,0,0,500,Running,FALSE,Bass Pro Shops Night Race,Ross Chastain,Trackhouse Racing Team,1
476,25,23,0,0,498,Running,FALSE,Bass Pro Shops Night Race,Chris Buescher,RFK Racing,1
477,23,20,0,0,499,Running,FALSE,Bass Pro Shops Night Race,Ricky Stenhouse Jr.,JTG Daugherty Racing,1
478,28,16,0,0,500,Running,FALSE,Bass Pro Shops Night Race,Bubba Wallace,23XI Racing,1
479,20,13,0,0,500,Running,FALSE,Bass Pro Shops Night Race,Chase Briscoe,Stewart-Haas Racing,1
480,22,8,0,0,500,Running,FALSE,Bass Pro Shops Night Race,Erik Jones,Petty GMS Motorsports,1
481,21,22,0,0,498,Running,FALSE,Bass Pro Shops Night Race,Daniel Suarez,Trackhouse Racing Team,1
482,27,17,0,0,500,Running,FALSE,Bass Pro Shops Night Race,Ryan Preece,JTG Daugherty Racing,1
483,24,38,0,0,177,DVP,FALSE,Bass Pro Shops Night Race,Ryan Newman,Roush Fenway Racing,1
484,26,28,0,0,494,Running,FALSE,Bass Pro Shops Night Race,Cole Custer,Stewart-Haas Racing,1
485,31,26,0,0,497,Running,FALSE,Bass Pro Shops Night Race,Corey LaJoie,Spire Motorsports,1
486,30,35,0,0,313,Accident,FALSE,Bass Pro Shops Night Race,Anthony Alfredo,Our Motorsports,1
487,33,31,0,0,482,Running,FALSE,Bass Pro Shops Night Race,Josh Bilicki,Spire Motorsports,1
488,34,34,0,0,375,Accident,FALSE,Bass Pro Shops Night Race,Quin Houff,Starcom Racing,1
489,37,33,0,0,474,Running,FALSE,Bass Pro Shops Night Race,James Davison,,1
490,29,36,0,0,216,Accident,FALSE,Bass Pro Shops Night Race,Justin Haley,Kaulig Racing,1
491,32,37,0,0,215,Accident,FALSE,Bass Pro Shops Night Race,BJ McLeod,Live Fast Motorsports,1
492,35,27,0,0,495,Running,FALSE,Bass Pro Shops Night Race,J.J. Yeley,Rick Ware Racing,1
493,36,30,0,0,487,Running,FALSE,Bass Pro Shops Night Race,Garrett Smithley,Rick Ware Racing,1
494,38,32,0,0,482,Running,FALSE,Bass Pro Shops Night Race,David Starr,JD Motorsports,1
495,1,1,256,3,334,Running,FALSE,Autotrader EchoPark Automotive 500,Kyle Larson,Hendrick Motorsports,1
496,4,6,0,0,334,Running,FALSE,Autotrader EchoPark Automotive 500,Ryan Blaney,Team Penske,1
497,2,11,2,1,334,Running,FALSE,Autotrader EchoPark Automotive 500,Denny Hamlin,Joe Gibbs Racing,1
498,3,8,20,1,334,Running,FALSE,Autotrader EchoPark Automotive 500,Kyle Busch,Joe Gibbs Racing,1
499,6,7,0,0,334,Running,FALSE,Autotrader EchoPark Automotive 500,Chase Elliott,Hendrick Motorsports,1
500,7,4,0,0,334,Running,FALSE,Autotrader EchoPark Automotive 500,Brad Keselowski,RFK Racing,1
501,8,25,1,1,320,Accident,FALSE,Autotrader EchoPark Automotive 500,Martin Truex Jr.,Joe Gibbs Racing,1
502,5,30,0,0,298,Engine,FALSE,Autotrader EchoPark Automotive 500,Joey Logano,Team Penske,1
503,24,5,0,0,334,Running,FALSE,Autotrader EchoPark Automotive 500,Kevin Harvick,Stewart-Haas Racing,1
504,11,3,0,0,334,Running,FALSE,Autotrader EchoPark Automotive 500,Christopher Bell,Joe Gibbs Racing,1
505,17,16,0,0,332,Running,FALSE,Autotrader EchoPark Automotive 500,Kurt Busch,23XI Racing,1
506,9,9,0,0,334,Running,FALSE,Autotrader EchoPark Automotive 500,Tyler Reddick,Richard Childress Racing,1
507,12,2,55,3,334,Running,FALSE,Autotrader EchoPark Automotive 500,William Byron,Hendrick Motorsports,1
