player,slate,salary,position,team,projection,adjusted_opportunity,value,game_total,team_total,spread,actual,diff
Robert Tonyan,Main-20-FD-06,6200,TE,GB,8.1,0,0,55,29,-3,4,0.49382716
Vance McDonald,Main-19-FD-14,5800,TE,PIT,8.1,0,0,43.5,23,-2.5,0.8,0.098765432
Mike Gesicki,Main-19-FD-14,5400,TE,MIA,8.1,0,0,47,21,5,1.1,0.135802469
Jared Cook,Main-19-FD-12,6000,TE,NO,8.1,0,0,46,28,-10,18.9,2.333333333
Greg Olsen,Main-19-FD-10,5100,TE,CAR,8.1,0,0,49,22,5,13.8,1.703703704
T.J. Hockenson,Main-19-FD-04,5200,TE,DET,8.1,0,0,54.5,23.5,7.5,10.2,1.259259259
Delanie Walker,Main-19-FD-01,5400,TE,TEN,8.1,0,0,44,19.3,5.5,20,2.469135802
T.J. Hockenson,Main-19-FD-03,5500,TE,DET,8.1,0,0,45,20.5,4,0.6,0.074074074
Hayden Hurst,Main-20-FD-02,5700,TE,ATL,8.1,0,1.62,53,25,3,15.7,1.938271605
Eric Ebron,Main-20-FD-11,5400,TE,PIT,8,0,0,47,29,-11,11.6,1.45
Eric Ebron,Main-20-FD-09,5400,TE,PIT,8,0,0,44,29,-14,9.7,1.2125
Evan Engram,Main-20-FD-06,5600,TE,NYG,8,0,0,42.5,22.3,-2,4,0.5
Ryan Griffin,Main-19-FD-14,5600,TE,NYJ,8,0,0,47,26,-5,1.3,0.1625
Greg Olsen,Main-19-FD-13,5100,TE,CAR,8,0,0,38.5,24.5,-10.5,3.7,0.4625
Jack Doyle,Main-19-FD-13,5000,TE,IND,8,0,0,41.5,20.3,1,16.3,2.0375
Greg Olsen,Main-19-FD-12,5100,TE,CAR,8,0,0,46,18,10,6.9,0.8625
Jared Cook,Main-19-FD-11,6000,TE,NO,8,0,0,50.5,27.8,-5,10.3,1.2875
Greg Olsen,Main-19-FD-09,5300,TE,CAR,8,0,0,43,23.3,-3.5,5.5,0.6875
Jonnu Smith,Main-20-FD-02,4900,TE,TEN,8,0,2,44.5,25.8,-7,22.4,2.8
Anthony Firkser,Main-20-FD-13,4600,TE,TEN,7.9,0,0,54,29,-4,7.6,0.962025316
Harrison Bryant,Main-20-FD-08,5000,TE,CLE,7.9,0,0,48,24.5,-1,2,0.253164557
Mike Gesicki,Main-20-FD-08,5500,TE,MIA,7.9,0,0,46.5,21.5,3.5,1.3,0.164556962
Eric Ebron,Main-20-FD-05,5100,TE,PIT,7.9,0,0,44,25.8,-7.5,4.8,0.607594937
Ryan Griffin,Main-19-FD-13,5600,TE,NYJ,7.9,0,0,43,22.8,-2.5,5.5,0.696202532
Dallas Goedert,Main-19-FD-13,5200,TE,PHI,7.9,0,0,45,27.8,-10.5,9.6,1.215189873
Tyler Eifert,Main-19-FD-05,4600,TE,CIN,7.9,0,0,45,24,-3,2.4,0.303797468
O.J. Howard,Main-19-FD-04,5900,TE,TB,7.9,0,0,48.5,19.8,9,4.8,0.607594937
Eric Ebron,Main-19-FD-04,5300,TE,IND,7.9,0,0,46,25.8,-5.5,11.3,1.430379747
Jordan Reed,Main-20-FD-03,5300,TE,SF,7.9,0,0,44,23.5,-3,3.3,0.417721519
Evan Engram,Main-20-FD-02,6000,TE,NYG,7.9,0,1.32,42.5,19,4.5,9.5,1.202531646
Rob Gronkowski,Main-20-FD-01,5500,TE,TB,7.9,0,1.58,48.5,22,4.5,2.1,0.265822785
Noah Fant,Main-21-FD-01,5400,TE,DEN,7.8,8.4,0,42.5,22.75,-3,9.2,1.179487179
Hayden Hurst,Main-20-FD-17,5500,TE,ATL,7.8,0,0,51,21.8,7.5,10.8,1.384615385
Hayden Hurst,Main-20-FD-13,5600,TE,ATL,7.8,0,0,46,21.75,2.5,1.4,0.179487179
Noah Fant,Main-20-FD-11,5700,TE,DEN,7.8,0,0,46,21,4,7.5,0.961538462
Mike Gesicki,Main-20-FD-10,5300,TE,MIA,7.8,0,0,48.5,25,-1.5,5,0.641025641
Ian Thomas,Main-19-FD-15,5300,TE,CAR,7.8,0,0,48.5,21.3,6,3.3,0.423076923
Tyler Higbee,Main-19-FD-13,5500,TE,LAR,7.8,0,0,47,24.8,-2.5,20.2,2.58974359
Gerald Everett,Main-19-FD-08,6100,TE,LAR,7.8,0,0,48.5,30.3,-12,2.5,0.320512821
David Njoku,Main-19-FD-01,5800,TE,CLE,7.8,0,0,44,24.8,-5.5,11.7,1.5
Logan Thomas,Main-20-FD-02,4700,TE,WAS,7.8,0,1.95,46.5,19.5,7.5,4.6,0.58974359
Hayden Hurst,Main-20-FD-16,5600,TE,ATL,7.7,0,0,54,21.5,11,13.2,1.714285714
Cole Kmet,Main-20-FD-16,5400,TE,CHI,7.7,0,0,47,28.3,-9.5,2.5,0.324675325
Irv Smith Jr.,Main-20-FD-15,5400,TE,MIN,7.7,0,0,46,24.75,-3.5,5.2,0.675324675
Dallas Goedert,Main-20-FD-14,5600,TE,PHI,7.7,0,0,42.5,17.25,8,6.3,0.818181818
Logan Thomas,Main-20-FD-11,5200,TE,WAS,7.7,0,0,48,25,-2,1.8,0.233766234
Dallas Goedert,Main-20-FD-11,5800,TE,PHI,7.7,0,0,45.5,21.5,2.5,16.2,2.103896104
Dalton Schultz,Main-20-FD-04,4900,TE,DAL,7.7,0,0,56.5,30,-3.5,15.2,1.974025974
Dallas Goedert,Main-19-FD-12,5200,TE,PHI,7.7,0,0,45.5,22.3,1,4.7,0.61038961
Gerald Everett,Main-19-FD-07,5900,TE,LAR,7.7,0,0,54.5,28.8,-3,13,1.688311688
Chris Herndon,Main-20-FD-02,5100,TE,NYJ,7.7,0,1.54,41.5,17.3,7,1,0.12987013
Jonnu Smith,Main-21-FD-01,4900,TE,NE,7.6,7.2,0,43.5,23,-2.5,7.3,0.960526316
Hayden Hurst,Main-20-FD-14,5500,TE,ATL,7.6,0,0,49,23.75,1.5,1.2,0.157894737
Mike Gesicki,Main-20-FD-13,5700,TE,MIA,7.6,0,0,43,26.75,-10.5,19.3,2.539473684
Mike Gesicki,Main-20-FD-12,5600,TE,MIA,7.6,0,0,46,26.8,-7.5,10.5,1.381578947
Mike Gesicki,Main-20-FD-11,5300,TE,MIA,7.6,0,0,46,25,-4,6.3,0.828947368
Jonnu Smith,Main-20-FD-11,5800,TE,TEN,7.6,0,0,50.5,22.3,6,10,1.315789474
Austin Hooper,Main-20-FD-06,5200,TE,CLE,7.6,0,0,50,23.5,3,7.7,1.013157895
Hayden Hurst,Main-20-FD-06,5400,TE,ATL,7.6,0,0,53.5,25,3.5,13.7,1.802631579
Noah Fant,Main-19-FD-13,5100,TE,DEN,7.6,0,0,39,17.3,4.5,1,0.131578947
Greg Olsen,Main-19-FD-08,5500,TE,CAR,7.6,0,0,41,18.3,4.5,2.3,0.302631579
Hayden Hurst,Main-20-FD-12,5500,TE,ATL,7.5,0,0,53,24.8,3.5,6.8,0.906666667
Austin Hooper,Main-20-FD-10,5100,TE,CLE,7.5,0,0,46,25.3,-4.5,1.6,0.213333333
Robert Tonyan,Main-20-FD-10,5700,TE,GB,7.5,0,0,47,30.3,-13.5,4.8,0.64
Trey Burton,Main-20-FD-08,5300,TE,IND,7.5,0,0,49,26.3,-3.5,8.6,1.146666667
Hayden Hurst,Main-20-FD-07,5600,TE,ATL,7.5,0,0,54,27.5,-1,9.8,1.306666667
Rob Gronkowski,Main-20-FD-06,5000,TE,TB,7.5,0,0,55,26,3,16.3,2.173333333
Jimmy Graham,Main-20-FD-06,5400,TE,CHI,7.5,0,0,45,21.5,2,5.9,0.786666667
Mike Gesicki,Main-20-FD-05,5600,TE,MIA,7.5,0,0,50.5,21,8.5,11.6,1.546666667
Jacob Hollister,Main-19-FD-15,5700,TE,SEA,7.5,0,0,48.5,27.3,-6,3.8,0.506666667
Eric Ebron,Main-19-FD-11,5200,TE,IND,7.5,0,0,41.5,22,-2.5,4.7,0.626666667
T.J. Hockenson,Main-19-FD-08,5300,TE,DET,7.5,0,0,49,27.8,-6.5,2.6,0.346666667
O.J. Howard,Main-19-FD-05,5400,TE,TB,7.5,0,0,46,21.5,3,1.5,0.2
Noah Fant,Main-20-FD-02,5300,TE,DEN,7.5,0,1.5,41,17.5,6,15.7,2.093333333
Austin Hooper,Main-21-FD-01,5100,TE,CLE,7.4,8,0,53,23.5,6,4.2,0.567567568
Eric Ebron,Main-20-FD-16,5500,TE,PIT,7.4,0,0,43,21,1,13.2,1.783783784
Logan Thomas,Main-20-FD-15,5600,TE,WAS,7.4,0,0,43.5,19,6.5,16.6,2.243243243
Logan Thomas,Main-20-FD-14,5200,TE,WAS,7.4,0,0,43.5,20.25,3,7.3,0.986486486
Jonnu Smith,Main-20-FD-14,5400,TE,TEN,7.4,0,0,52,29.75,-7.5,3.3,0.445945946
Austin Hooper,Main-20-FD-13,5300,TE,CLE,7.4,0,0,54,25,4,3.4,0.459459459
Jimmy Graham,Main-20-FD-09,5300,TE,CHI,7.4,0,0,46.5,20,6.5,14.5,1.959459459
Jacob Hollister,Main-19-FD-12,5800,TE,SEA,7.4,0,0,45.5,23.3,-1,3.2,0.432432432
Jimmy Graham,Main-20-FD-17,5400,TE,CHI,7.3,0,0,48.5,22,4.5,1.5,0.205479452
Cole Kmet,Main-20-FD-15,5100,TE,CHI,7.3,0,0,46,21.25,3.5,2.2,0.301369863
Jonnu Smith,Main-20-FD-15,5300,TE,TEN,7.3,0,0,51.5,31.3,-11,7.7,1.054794521
Logan Thomas,Main-20-FD-04,4900,TE,WAS,7.3,0,0,45,15.3,14.5,1.3,0.178082192
O.J. Howard,Main-19-FD-15,5700,TE,TB,7.3,0,0,46,25.8,-5.5,6.6,0.904109589
Ryan Griffin,Main-19-FD-12,5600,TE,NYJ,7.3,0,0,45,20.8,3.5,8.8,1.205479452
Gerald Everett,Main-19-FD-10,5700,TE,LAR,7.3,0,0,43,23.5,-4,10.8,1.479452055
Jonnu Smith,Main-19-FD-10,5100,TE,TEN,7.3,0,0,49,22,5,5,0.684931507
Cameron Brate,Main-19-FD-08,5200,TE,TB,7.3,0,0,45.5,21.8,2,4.7,0.643835616
Eric Ebron,Main-19-FD-08,5400,TE,IND,7.3,0,0,41,23.5,-6,4.1,0.561643836
Gerald Everett,Main-19-FD-06,6000,TE,LAR,7.3,0,0,49.5,26.3,-3,1.9,0.260273973
Dallas Goedert,Main-20-FD-01,5200,TE,PHI,7.3,0,1.46,41.5,23.5,-5.5,20.1,2.753424658
Hayden Hurst,Main-20-FD-15,5500,TE,ATL,7.2,0,0,48.5,21.25,6,10.1,1.402777778
Dalton Schultz,Main-20-FD-14,5100,TE,DAL,7.2,0,0,44,23.5,-3,4.9,0.680555556
Logan Thomas,Main-20-FD-09,5000,TE,WAS,7.2,0,0,43,23,-3,4.3,0.597222222
Eric Ebron,Main-20-FD-07,5100,TE,PIT,7.2,0,0,51,25,1,8,1.111111111
Mike Gesicki,Main-19-FD-15,5200,TE,MIA,7.2,0,0,47,21.8,3.5,6.7,0.930555556
Jonnu Smith,Main-19-FD-09,5500,TE,TEN,7.2,0,0,43,19.8,3.5,3.3,0.458333333
Jonnu Smith,Main-19-FD-08,4900,TE,TEN,7.2,0,0,45.5,23.8,-2,16.8,2.333333333
Vernon Davis,Main-19-FD-04,5100,TE,WAS,7.2,0,0,48,22.5,3,1,0.138888889
Dalton Schultz,Main-20-FD-03,4900,TE,DAL,7.2,0,0,58,26.3,5.5,6.8,0.944444444
Tyler Higbee,Main-20-FD-17,5400,TE,LAR,7.1,0,0,42,21.5,-1,5.6,0.788732394
Dalton Schultz,Main-20-FD-16,5200,TE,DAL,7.1,0,0,50,23.5,3,3.6,0.507042254
Tyler Higbee,Main-20-FD-16,5800,TE,LAR,7.1,0,0,48,23.3,1.5,4.9,0.690140845
Dalton Schultz,Main-20-FD-15,5200,TE,DAL,7.1,0,0,45,21,3,8.4,1.183098592
Evan Engram,Main-20-FD-04,5600,TE,NYG,7.1,0,0,50,18.3,13.5,6.5,0.915492958
Mike Gesicki,Main-19-FD-16,5300,TE,MIA,7.1,0,0,46,22.3,1.5,23.2,3.267605634
Noah Fant,Main-19-FD-15,5700,TE,DEN,7.1,0,0,43,16.5,10,6.6,0.929577465
Mike Gesicki,Main-19-FD-13,5000,TE,MIA,7.1,0,0,45,17.3,10.5,16.4,2.309859155
Delanie Walker,Main-19-FD-06,5200,TE,TEN,7.1,0,0,41,20,1,5.8,0.816901408
Mark Andrews,Main-19-FD-01,5400,TE,BAL,7.1,0,0,41,24,-7,20.8,2.929577465
Mike Gesicki,Main-20-FD-09,5300,TE,MIA,7,0,0,49,21.8,5.5,5.7,0.814285714
Trey Burton,Main-20-FD-09,5500,TE,IND,7,0,0,48,24.5,-1,1.1,0.157142857
Eric Ebron,Main-20-FD-08,5100,TE,PIT,7,0,0,44,20,4,12.8,1.828571429
Jonnu Smith,Main-19-FD-17,5800,TE,TEN,7,0,0,43,26.5,-10,0.7,0.1
Vance McDonald,Main-19-FD-12,5300,TE,PIT,7,0,0,37.5,21.5,-5.5,0.6,0.085714286
Eric Ebron,Main-19-FD-10,4900,TE,IND,7,0,0,44.5,27.8,-11,8.1,1.157142857
Dallas Goedert,Main-19-FD-08,4800,TE,PHI,7,0,0,39.5,19.3,1,9.7,1.385714286
Austin Hooper,Main-20-FD-17,5200,TE,CLE,6.9,0,0,45,27.8,-10.5,11.7,1.695652174
Jordan Reed,Main-20-FD-15,5100,TE,SF,6.9,0,0,45,24,-3,8.8,1.275362319
Irv Smith Jr.,Main-20-FD-09,4600,TE,MIN,6.9,0,0,51.5,27.5,-3.5,14,2.028985507
Tyler Higbee,Main-20-FD-08,5700,TE,LAR,6.9,0,0,46.5,25,-3.5,2.4,0.347826087
Logan Thomas,Main-20-FD-05,4900,TE,WAS,6.9,0,0,45,19,7,0.9,0.130434783
Noah Fant,Main-19-FD-16,5900,TE,DEN,6.9,0,0,40,24.8,-9.5,2,0.289855072
Mike Gesicki,Main-19-FD-10,5300,TE,MIA,6.9,0,0,44.5,16.8,11,2.3,0.333333333
Jack Doyle,Main-19-FD-10,5200,TE,IND,6.9,0,0,44.5,27.8,-11,11.9,1.724637681
T.J. Hockenson,Main-19-FD-10,5300,TE,DET,6.9,0,0,38,15.5,7,6.2,0.898550725
Jared Cook,Main-19-FD-03,5800,TE,NO,6.9,0,0,44,19.5,5,1.2,0.173913043
Gerald Everett,Main-21-FD-01,4800,TE,SEA,6.8,7.4,0,49,26,-3,9,1.323529412
Dalton Schultz,Main-20-FD-17,5100,TE,DAL,6.8,0,0,44.5,23,-1.5,10.5,1.544117647
Logan Thomas,Main-20-FD-10,4900,TE,WAS,6.8,0,0,46,21.8,2.5,8.6,1.264705882
Darren Fells,Main-20-FD-06,5100,TE,HOU,6.8,0,0,52,24,4,17.5,2.573529412
Austin Hooper,Main-20-FD-04,5100,TE,CLE,6.8,0,0,56.5,26.5,3.5,11.9,1.75
Noah Fant,Main-19-FD-12,5100,TE,DEN,6.8,0,0,37,16.8,3.5,2.9,0.426470588
T.J. Hockenson,Main-19-FD-09,5000,TE,DET,6.8,0,0,51.5,24.5,2.5,7.1,1.044117647
Eric Ebron,Main-19-FD-09,5200,TE,IND,6.8,0,0,39.5,19.3,1,2.6,0.382352941
T.J. Hockenson,Main-19-FD-07,5400,TE,DET,6.8,0,0,43.5,20.5,2.5,4.7,0.691176471
Vernon Davis,Main-19-FD-02,5100,TE,WAS,6.8,0,0,46.5,20.3,6,4.4,0.647058824
Chris Herndon,Main-20-FD-01,4800,TE,NYJ,6.8,0,1.7,39.5,16.5,6.5,4.7,0.691176471
Jordan Reed,Main-20-FD-12,5000,TE,SF,6.7,0,0,44.5,19.8,5,2.8,0.417910448
Austin Hooper,Main-20-FD-11,5100,TE,CLE,6.7,0,0,45.5,24,-2.5,4.8,0.71641791
Logan Thomas,Main-20-FD-07,5000,TE,WAS,6.7,0,0,44.5,21.8,1,14,2.089552239
Dalton Schultz,Main-20-FD-07,5200,TE,DAL,6.7,0,0,44.5,22.8,-1,3.2,0.47761194
Darren Fells,Main-20-FD-05,4700,TE,HOU,6.7,0,0,55,30.8,-6.5,12.7,1.895522388
Jimmy Graham,Main-20-FD-04,5300,TE,CHI,6.7,0,0,43.5,20,3.5,5.3,0.791044776
Kaden Smith,Main-19-FD-17,5300,TE,NYG,6.7,0,0,44,20,4,13.8,2.059701493
Noah Fant,Main-19-FD-17,5600,TE,DEN,6.7,0,0,41.5,23.5,-5.5,0.9,0.134328358
Jimmy Graham,Main-19-FD-17,5000,TE,GB,6.7,0,0,44,28.8,-13.5,6.9,1.029850746
Vance McDonald,Main-19-FD-13,5000,TE,PIT,6.7,0,0,40,19.5,1,3.6,0.537313433
Dallas Goedert,Main-19-FD-11,5000,TE,PHI,6.7,0,0,45,20.3,4.5,11.1,1.656716418
Greg Olsen,Main-19-FD-01,5200,TE,CAR,6.7,0,0,49.5,24,1.5,5.6,0.835820896
O.J. Howard,Main-20-FD-02,4800,TE,TB,6.7,0,1.68,47,27.3,-7.5,1.6,0.23880597
Mike Gesicki,Main-20-FD-02,5200,TE,MIA,6.7,0,1.34,42.5,18.5,5.5,23,3.432835821
Tyler Higbee,Main-20-FD-15,5700,TE,LAR,6.6,0,0,44,30.75,-17.5,14.7,2.227272727
Trey Burton,Main-20-FD-13,5500,TE,IND,6.6,0,0,50,26.75,-3.5,1.6,0.242424242
Jordan Akins,Main-20-FD-09,4800,TE,HOU,6.6,0,0,49,28,-7,2.9,0.439393939
Irv Smith Jr.,Main-20-FD-06,4300,TE,MIN,6.6,0,0,53.5,28.5,-3.5,9.5,1.439393939
Jonnu Smith,Main-19-FD-16,5400,TE,TEN,6.6,0,0,49,22.8,3.5,13.8,2.090909091
Vance McDonald,Main-19-FD-10,5600,TE,PIT,6.6,0,0,43,19.5,4,2.8,0.424242424
Jared Cook,Main-19-FD-10,5800,TE,NO,6.6,0,0,51.5,32.8,-14,10.4,1.575757576
Jimmy Graham,Main-19-FD-07,5800,TE,GB,6.6,0,0,48,26.8,-5.5,14.5,2.196969697
Jack Doyle,Main-19-FD-04,5200,TE,IND,6.6,0,0,46,25.8,-5.5,10.2,1.545454545
Tyler Eifert,Main-19-FD-01,5200,TE,CIN,6.6,0,0,44,17.3,9.5,5.2,0.787878788
Eric Ebron,Main-19-FD-03,5700,TE,IND,6.6,0,0,48,24.5,-1,6.2,0.939393939
Eric Ebron,Main-20-FD-03,4700,TE,PIT,6.6,0,0,46.5,25,-3.5,13.7,2.075757576
Jared Cook,Main-20-FD-11,6100,TE,NO,6.5,0,0,49.5,26.5,-3.5,1.1,0.169230769
Trey Burton,Main-20-FD-06,4700,TE,IND,6.5,0,0,46,26.8,-7.5,19.9,3.061538462
Austin Hooper,Main-20-FD-05,5200,TE,CLE,6.5,0,0,48.5,24.8,-1,8.2,1.261538462
Jordan Akins,Main-20-FD-04,4900,TE,HOU,6.5,0,0,52.5,28,-3.5,6.1,0.938461538
Mike Gesicki,Main-19-FD-17,5900,TE,MIA,6.5,0,0,46,14.3,17.5,11.4,1.753846154
Kyle Rudolph,Main-19-FD-11,4500,TE,MIN,6.5,0,0,40.5,25.3,-10,15.2,2.338461538
O.J. Howard,Main-19-FD-10,5000,TE,TB,6.5,0,0,51,28.3,-5.5,12.7,1.953846154
Austin Hooper,Main-19-FD-01,5500,TE,ATL,6.5,0,0,47,21.8,3.5,12.2,1.876923077
Will Dissly,Main-19-FD-03,5400,TE,SEA,6.5,0,0,44,24.5,-5,15.2,2.338461538
Drew Sample,Main-20-FD-03,4800,TE,CIN,6.5,0,0,46.5,20.5,5.5,0.6,0.092307692
Austin Hooper,Main-20-FD-03,5300,TE,CLE,6.5,0,0,45,26.3,-7.5,4,0.615384615
Jack Doyle,Main-20-FD-01,5300,TE,IND,6.5,0,1.3,44,25.5,-7,6.4,0.984615385
Zach Ertz,Main-21-FD-01,5000,TE,PHI,6.4,7.4,0,48,22.25,3.5,4.4,0.6875
Greg Olsen,Main-19-FD-16,4900,TE,CAR,6.4,0,0,46,19.3,7.5,4.3,0.671875
T.J. Hockenson,Main-19-FD-11,5300,TE,DET,6.4,0,0,46.5,19.5,7.5,1.1,0.171875
Jared Cook,Main-19-FD-06,5600,TE,NO,6.4,0,0,42.5,20,2.5,11.2,1.75
Jordan Akins,Main-20-FD-03,5000,TE,HOU,6.4,0,0,46.5,21.5,3.5,3.8,0.59375
Jordan Reed,Main-20-FD-02,4800,TE,SF,6.4,0,1.6,41.5,24.3,-7,20.5,3.203125
Jordan Reed,Main-20-FD-14,5000,TE,SF,6.3,0,0,43.5,23.25,-3,2.3,0.365079365
Robert Tonyan,Main-20-FD-11,5600,TE,GB,6.3,0,0,52,25.3,1.5,12.9,2.047619048
Gerald Everett,Main-20-FD-10,4500,TE,LAR,6.3,0,0,55,29,-3,3.7,0.587301587
Tyler Higbee,Main-20-FD-10,5200,TE,LAR,6.3,0,0,55,29,-3,7.5,1.19047619
Greg Olsen,Main-20-FD-04,5000,TE,SEA,6.3,0,0,55,29.8,-4.5,6,0.952380952
Mo Alie-Cox,Main-20-FD-04,5300,TE,IND,6.3,0,0,43.5,23.5,-3.5,7.8,1.238095238
Jason Witten,Main-19-FD-17,5600,TE,DAL,6.3,0,0,47.5,30.3,-13,4.4,0.698412698
Kaden Smith,Main-19-FD-16,5100,TE,NYG,6.3,0,0,42,21.5,-1,18.5,2.936507937
Jason Witten,Main-19-FD-16,5800,TE,DAL,6.3,0,0,47,24.5,-2,2.4,0.380952381
Eric Ebron,Main-19-FD-07,5300,TE,IND,6.3,0,0,46.5,24,-1.5,15,2.380952381
Dawson Knox,Main-19-FD-05,4800,TE,BUF,6.3,0,0,39.5,18,3.5,2.2,0.349206349
Eric Ebron,Main-19-FD-02,5700,TE,IND,6.3,0,0,43.5,20.3,3,10,1.587301587
Tyler Eifert,Main-19-FD-02,4900,TE,CIN,6.3,0,0,46,23.5,-1,8.4,1.333333333
Jason Witten,Main-19-FD-03,5000,TE,DAL,6.3,0,0,46.5,34.3,-22,6.9,1.095238095
Mike Gesicki,Main-20-FD-01,5400,TE,MIA,6.3,0,1.26,41.5,17,7.5,4.5,0.714285714
Tyler Conklin,Main-21-FD-01,4400,TE,MIN,6.2,6.6,0,48,25.5,-3,6.1,0.983870968
Zach Ertz,Main-20-FD-16,5500,TE,PHI,6.2,0,0,50,26.5,-3,4.8,0.774193548
Tyler Eifert,Main-20-FD-14,4700,TE,JAC,6.2,0,0,52,22.25,7.5,3.2,0.516129032
Jordan Akins,Main-20-FD-14,5000,TE,HOU,6.2,0,0,46,23.5,-1,3.5,0.564516129
Jordan Reed,Main-20-FD-10,5000,TE,SF,6.2,0,0,49.5,20,9.5,8.7,1.403225806
O.J. Howard,Main-20-FD-04,4800,TE,TB,6.2,0,0,42.5,25,-7.5,12.5,2.016129032
Jonnu Smith,Main-19-FD-15,4900,TE,TEN,6.2,0,0,50,26.5,-3,14.2,2.290322581
Kyle Rudolph,Main-19-FD-15,4700,TE,MIN,6.2,0,0,45,23,-1,6.3,1.016129032
Jack Doyle,Main-19-FD-09,5000,TE,IND,6.2,0,0,39.5,19.3,1,9.7,1.564516129
Dallas Goedert,Main-19-FD-09,5000,TE,PHI,6.2,0,0,41,23,-5,5.9,0.951612903
Chris Herndon,Main-20-FD-03,5000,TE,NYJ,6.2,0,0,44,15.8,12.5,3.6,0.580645161
Greg Olsen,Main-20-FD-01,4900,TE,SEA,6.2,0,1.55,49.5,24.3,1,10.4,1.677419355
Cole Kmet,Main-20-FD-17,5000,TE,CHI,6.1,0,0,48.5,22,4.5,5.6,0.918032787
Jordan Akins,Main-20-FD-17,5000,TE,HOU,6.1,0,0,55.5,24.3,7,1.4,0.229508197
Jordan Akins,Main-20-FD-16,5100,TE,HOU,6.1,0,0,46,26.8,-7.5,5.9,0.967213115
Rob Gronkowski,Main-20-FD-04,5200,TE,TB,6.1,0,0,42.5,25,-7.5,3.4,0.557377049
Greg Olsen,Main-19-FD-17,5200,TE,CAR,6.1,0,0,45,15.8,13.5,2.2,0.360655738
Tyler Eifert,Main-19-FD-16,4700,TE,CIN,6.1,0,0,46,23.8,-1.5,15.7,2.573770492
Noah Fant,Main-19-FD-11,5100,TE,DEN,6.1,0,0,40.5,15.3,10,7.3,1.196721311
Darren Fells,Main-19-FD-11,5100,TE,HOU,6.1,0,0,51,23.5,4,2.3,0.37704918
Mike Gesicki,Main-19-FD-11,5100,TE,MIA,6.1,0,0,41.5,17.3,7,3.8,0.62295082
Darren Fells,Main-19-FD-08,5100,TE,HOU,6.1,0,0,52,28.5,-5,20.8,3.409836066
Jared Cook,Main-19-FD-05,5300,TE,NO,6.1,0,0,46,24.5,-3,12.1,1.983606557
Trey Burton,Main-19-FD-04,4900,TE,CHI,6.1,0,0,38,18.5,1,2.6,0.426229508
Kyle Rudolph,Main-19-FD-03,4800,TE,MIN,6.1,0,0,43,25.8,-8.5,1.6,0.262295082
Ian Thomas,Main-20-FD-01,5100,TE,CAR,6.1,0,1.22,48,22.5,3,2.6,0.426229508
Austin Hooper,Main-20-FD-01,5700,TE,CLE,6.1,0,1.22,47,20,7,2.5,0.409836066
Jordan Akins,Main-20-FD-13,5200,TE,HOU,6,0,0,50,23.25,3.5,2,0.333333333
Dalton Schultz,Main-20-FD-11,5000,TE,DAL,6,0,0,50,21.5,7,10.5,1.75
Tyler Eifert,Main-19-FD-17,4700,TE,CIN,6,0,0,44,20.8,2.5,4.4,0.733333333
Jason Witten,Main-19-FD-11,5600,TE,DAL,6,0,0,46.5,27,-7.5,5.8,0.966666667
Jimmy Graham,Main-19-FD-10,5800,TE,GB,6,0,0,49,27,-5,6.9,1.15
Josh Hill,Main-19-FD-08,5000,TE,NO,6,0,0,47.5,30,-12.5,5.4,0.9
Jordan Akins,Main-19-FD-08,4300,TE,HOU,6,0,0,52,28.5,-5,2.1,0.35
Kyle Rudolph,Main-19-FD-02,4900,TE,MIN,6,0,0,43,20,3,2.4,0.4
Jack Doyle,Main-19-FD-03,5200,TE,IND,6,0,0,48,24.5,-1,6.6,1.1
Greg Olsen,Main-20-FD-03,5100,TE,SEA,6,0,0,58,31.8,-5.5,8.6,1.433333333
Eric Ebron,Main-20-FD-02,4900,TE,PIT,6,0,1.5,41,23.5,-6,5.8,0.966666667
Cole Kmet,Main-20-FD-14,4600,TE,CHI,5.9,0,0,46,22.5,1,6.1,1.033898305
Gerald Everett,Main-20-FD-12,4700,TE,LAR,5.9,0,0,44.5,24.8,-5,2.6,0.440677966
Tyler Higbee,Main-20-FD-12,5300,TE,LAR,5.9,0,0,44.5,24.8,-5,1.1,0.186440678
Irv Smith Jr.,Main-20-FD-08,4500,TE,MIN,5.9,0,0,47,20.8,5.5,2.1,0.355932203
Jason Witten,Main-19-FD-15,5600,TE,DAL,5.9,0,0,48.5,23.8,1,11.6,1.966101695
O.J. Howard,Main-19-FD-14,5400,TE,TB,5.9,0,0,46.5,24.8,-3,9.3,1.576271186
Jimmy Graham,Main-19-FD-13,5800,TE,GB,5.9,0,0,43.5,25,-6.5,2.1,0.355932203
Dawson Knox,Main-19-FD-07,4800,TE,BUF,5.9,0,0,42.5,29.8,-17,3.2,0.542372881
Jason Witten,Main-19-FD-05,5000,TE,DAL,5.9,0,0,46.5,25,-3.5,4.4,0.745762712
Mo Alie-Cox,Main-20-FD-02,4000,TE,IND,5.9,0,1.48,49,26.3,-3.5,13.6,2.305084746
Tyler Eifert,Main-20-FD-17,4300,TE,JAC,5.8,0,0,48,16.3,15.5,1.5,0.25862069
Jordan Akins,Main-20-FD-15,5000,TE,HOU,5.8,0,0,51,21.75,7.5,7.5,1.293103448
Irv Smith Jr.,Main-20-FD-14,5100,TE,MIN,5.8,0,0,52.5,22.5,7.5,14.3,2.465517241
