player,slate,salary,position,team,projection,adjusted_opportunity,value,game_total,team_total,spread,actual,diff
David Njoku,Main-20-FD-08,5000,TE,CLE,5.8,0,0,48,24.5,-1,2.4,0.413793103
Greg Olsen,Main-20-FD-07,4900,TE,SEA,5.8,0,0,55.5,29.5,-3.5,2.8,0.482758621
Drew Sample,Main-20-FD-04,4700,TE,CIN,5.8,0,0,50,25.5,-1,6.2,1.068965517
Jimmy Graham,Main-19-FD-14,5500,TE,GB,5.8,0,0,42.5,27.8,-13,6.4,1.103448276
Mike Gesicki,Main-19-FD-12,5000,TE,MIA,5.8,0,0,45.5,17.3,11,10.3,1.775862069
Jimmy Graham,Main-19-FD-09,6000,TE,GB,5.8,0,0,50,27,-4,3.7,0.637931034
Mike Gesicki,Main-19-FD-02,4800,TE,MIA,5.8,0,0,48.5,15.3,18,1.6,0.275862069
T.J. Hockenson,Main-19-FD-01,4900,TE,DET,5.8,0,0,45.5,24,-2.5,22.1,3.810344828
Jimmy Graham,Main-20-FD-02,5500,TE,CHI,5.8,0,1.16,42.5,23.5,-4.5,2.3,0.396551724
Jordan Akins,Main-20-FD-02,4600,TE,HOU,5.8,0,1.45,49.5,21,7.5,9,1.551724138
Jordan Reed,Main-20-FD-01,4500,TE,SF,5.8,0,1.45,49.5,28,-6.5,2.2,0.379310345
Hunter Henry,Main-21-FD-01,5300,TE,NE,5.7,5.2,0,43.5,23,-2.5,4.6,0.807017544
Jared Cook,Main-21-FD-01,5200,TE,LAC,5.7,6,0,44.5,21.75,1,8.1,1.421052632
Dan Arnold,Main-20-FD-17,4900,TE,ARI,5.7,0,0,42,20.5,1,6.1,1.070175439
Zach Ertz,Main-20-FD-14,5300,TE,PHI,5.7,0,0,42.5,17.25,8,1.8,0.315789474
Zach Ertz,Main-20-FD-13,5700,TE,PHI,5.7,0,0,50,21,8,4.1,0.719298246
Drew Sample,Main-20-FD-05,4600,TE,CIN,5.7,0,0,49,18.3,12.5,3.2,0.561403509
Noah Fant,Main-19-FD-14,4800,TE,DEN,5.7,0,0,42.5,17.3,8,19.3,3.385964912
Ross Dwelley,Main-19-FD-11,4900,TE,SF,5.7,0,0,44,27,-10,15.4,2.701754386
Vance McDonald,Main-19-FD-09,5300,TE,PIT,5.7,0,0,39.5,20.3,-1,11.5,2.01754386
Noah Fant,Main-19-FD-05,4900,TE,DEN,5.7,0,0,46,21,4,1.1,0.192982456
Irv Smith Jr.,Main-20-FD-01,4800,TE,MIN,5.7,0,1.42,44,22.5,-1,1.6,0.280701754
Donald Parham Jr.,Main-20-FD-17,4200,TE,LAC,5.6,0,0,43,25,-7,11.2,2
Tyler Higbee,Main-20-FD-13,5100,TE,LAR,5.6,0,0,49,25.75,-2.5,10.4,1.857142857
Mo Alie-Cox,Main-20-FD-11,4900,TE,IND,5.6,0,0,52,26.8,-1.5,0.6,0.107142857
Drew Sample,Main-20-FD-07,4700,TE,CIN,5.6,0,0,50,22.8,4.5,7.7,1.375
Logan Thomas,Main-20-FD-06,4800,TE,WAS,5.6,0,0,42.5,20.3,2,11.7,2.089285714
Cameron Brate,Main-19-FD-17,4900,TE,TB,5.6,0,0,48,24.5,-1,6.7,1.196428571
Darren Fells,Main-19-FD-15,4700,TE,HOU,5.6,0,0,50,23.5,3,0.7,0.125
Ian Thomas,Main-19-FD-14,4000,TE,CAR,5.6,0,0,48,22.3,3.5,14.2,2.535714286
Darren Fells,Main-19-FD-14,4700,TE,HOU,5.6,0,0,42.5,25.3,-8,1.2,0.214285714
Nick Boyle,Main-19-FD-11,4900,TE,BAL,5.6,0,0,51,27.5,-4,3,0.535714286
Foster Moreau,Main-19-FD-08,4900,TE,OAK,5.6,0,0,52,23.5,5,1.5,0.267857143
Darren Fells,Main-19-FD-07,5400,TE,HOU,5.6,0,0,46.5,22.5,1.5,3.7,0.660714286
Jack Doyle,Main-19-FD-02,5400,TE,IND,5.6,0,0,43.5,20.3,3,3.1,0.553571429
Eric Ebron,Main-19-FD-01,5900,TE,IND,5.6,0,0,44.5,19.3,6,1.3,0.232142857
O.J. Howard,Main-20-FD-03,4700,TE,TB,5.6,0,0,42.5,24.3,-6,6.4,1.142857143
Eric Ebron,Main-21-FD-01,5200,TE,PIT,5.5,4.8,0,48.5,21,6.5,2.4,0.436363636
Anthony Firkser,Main-21-FD-01,4700,TE,TEN,5.5,5.4,0,52.5,27.75,-3,3.4,0.618181818
Dawson Knox,Main-20-FD-17,4700,TE,BUF,5.5,0,0,42.5,19.5,3.5,3.9,0.709090909
Gerald Everett,Main-20-FD-16,4800,TE,LAR,5.5,0,0,48,23.3,1.5,2.3,0.418181818
Jared Cook,Main-20-FD-14,5400,TE,NO,5.5,0,0,42.5,25.25,-8,11.2,2.036363636
David Njoku,Main-20-FD-07,4500,TE,CLE,5.5,0,0,50,27.3,-4.5,9,1.636363636
Tyler Eifert,Main-20-FD-05,4500,TE,JAC,5.5,0,0,55,24.3,6.5,3.1,0.563636364
Kaden Smith,Main-19-FD-13,4000,TE,NYG,5.5,0,0,43.5,18.5,6.5,10,1.818181818
Jonnu Smith,Main-19-FD-13,5300,TE,TEN,5.5,0,0,41.5,21.3,-1,1,0.181818182
Jason Witten,Main-19-FD-12,5300,TE,DAL,5.5,0,0,44.5,19.5,5.5,1,0.181818182
Ryan Griffin,Main-19-FD-11,4800,TE,NYJ,5.5,0,0,37.5,18.3,1,19.4,3.527272727
Tyler Eifert,Main-19-FD-11,5000,TE,CIN,5.5,0,0,48,17.5,13,3.6,0.654545455
Ryan Griffin,Main-19-FD-10,5100,TE,NYJ,5.5,0,0,43,20,3,0.3,0.054545455
Noah Fant,Main-19-FD-08,4500,TE,DEN,5.5,0,0,41,17.5,6,5.1,0.927272727
Jack Doyle,Main-19-FD-07,4900,TE,IND,5.5,0,0,46.5,24,-1.5,3.6,0.654545455
Trey Burton,Main-19-FD-07,4800,TE,CHI,5.5,0,0,37,20.5,-4,2.1,0.381818182
Jordan Akins,Main-19-FD-07,4600,TE,HOU,5.5,0,0,46.5,22.5,1.5,2.7,0.490909091
Foster Moreau,Main-19-FD-07,4900,TE,OAK,5.5,0,0,48,21.3,5.5,9.4,1.709090909
Hayden Hurst,Main-19-FD-06,4400,TE,BAL,5.5,0,0,47,28.8,-10.5,0.9,0.163636364
Jason Witten,Main-19-FD-06,5000,TE,DAL,5.5,0,0,43.5,25.3,-7,8.2,1.490909091
Jack Doyle,Main-19-FD-01,5400,TE,IND,5.5,0,0,44.5,19.3,6,2.5,0.454545455
Vernon Davis,Main-19-FD-01,4000,TE,WAS,5.5,0,0,44,16.8,10.5,13.9,2.527272727
Will Dissly,Main-19-FD-01,4000,TE,SEA,5.5,0,0,44,26.8,-9.5,1.7,0.309090909
Tyler Eifert,Main-19-FD-03,4900,TE,CIN,5.5,0,0,43.5,19,5.5,2.3,0.418181818
Dan Arnold,Main-20-FD-02,4400,TE,ARI,5.5,0,1.38,46.5,27,-7.5,3.6,0.654545455
O.J. Howard,Main-20-FD-01,4700,TE,TB,5.5,0,1.38,48.5,22,4.5,11.6,2.109090909
Trey Burton,Main-20-FD-12,5400,TE,IND,5.4,0,0,51.5,27.3,-3,11.7,2.166666667
Kaden Smith,Main-19-FD-15,4700,TE,NYG,5.4,0,0,47,25.3,-3.5,5.3,0.981481481
Tyler Eifert,Main-19-FD-12,5000,TE,CIN,5.4,0,0,37.5,16,5.5,1.2,0.222222222
Demetrius Harris,Main-19-FD-10,4700,TE,CLE,5.4,0,0,42,22.5,-3,3.8,0.703703704
Tyler Higbee,Main-19-FD-07,4500,TE,LAR,5.4,0,0,54.5,28.8,-3,1.3,0.240740741
Noah Fant,Main-19-FD-04,4600,TE,DEN,5.4,0,0,37,19.8,-2.5,10.1,1.87037037
Irv Smith Jr.,Main-20-FD-02,4600,TE,MIN,5.4,0,1.35,49,22.8,3.5,0.8,0.148148148
Adam Trautman,Main-20-FD-17,4200,TE,NO,5.3,0,0,47,26.5,-6,1,0.188679245
Donald Parham Jr.,Main-20-FD-16,4200,TE,LAC,5.3,0,0,47.5,25,-2.5,5.7,1.075471698
Mo Alie-Cox,Main-20-FD-14,4600,TE,IND,5.3,0,0,52.5,27.75,-3,1.4,0.264150943
Tyler Eifert,Main-20-FD-13,4700,TE,JAC,5.3,0,0,51,20.25,10.5,7.5,1.41509434
Jacob Hollister,Main-20-FD-13,4900,TE,SEA,5.3,0,0,48.5,29.75,-11,3.5,0.660377358
Tyler Eifert,Main-20-FD-12,4400,TE,JAC,5.3,0,0,48.5,20.5,7.5,9.1,1.716981132
Dalton Schultz,Main-20-FD-09,5100,TE,DAL,5.3,0,0,44,15,14,6.8,1.283018868
Harrison Bryant,Main-20-FD-07,4400,TE,CLE,5.3,0,0,50,27.3,-4.5,19.6,3.698113208
Chris Herndon,Main-20-FD-05,4800,TE,NYJ,5.3,0,0,48.5,20.8,7,3.4,0.641509434
Jimmy Graham,Main-19-FD-15,5400,TE,GB,5.3,0,0,40,22,-4,0.5,0.094339623
Noah Fant,Main-19-FD-06,4500,TE,DEN,5.3,0,0,41,21,-1,2.6,0.490566038
Vance McDonald,Main-19-FD-05,5500,TE,PIT,5.3,0,0,44,20.3,3.5,4.9,0.924528302
James O'Shaughnessy,Main-19-FD-04,4600,TE,JAC,5.3,0,0,37,17.3,2.5,8.3,1.566037736
Tyler Eifert,Main-20-FD-01,4600,TE,JAC,5.3,0,1.32,44,18.5,7,1.3,0.245283019
Will Dissly,Main-20-FD-01,4900,TE,SEA,5.3,0,1.32,49.5,24.3,1,1.8,0.339622642
Dan Arnold,Main-21-FD-01,4500,TE,CAR,5.2,5.6,0,45,25.25,-5.5,1.6,0.307692308
Kyle Rudolph,Main-21-FD-01,4500,TE,NYG,5.2,5.4,0,42.5,19.75,3,1.8,0.346153846
Mo Alie-Cox,Main-20-FD-13,4800,TE,IND,5.2,0,0,50,26.75,-3.5,3.8,0.730769231
Jared Cook,Main-20-FD-13,5500,TE,NO,5.2,0,0,46,24.25,-2.5,10.3,1.980769231
Mo Alie-Cox,Main-20-FD-12,4800,TE,IND,5.2,0,0,51.5,27.3,-3,2.9,0.557692308
Anthony Firkser,Main-20-FD-07,5000,TE,TEN,5.2,0,0,51,26,-1,1.7,0.326923077
Jack Doyle,Main-20-FD-06,4900,TE,IND,5.2,0,0,46,26.8,-7.5,8.4,1.615384615
Kyle Rudolph,Main-20-FD-06,4500,TE,MIN,5.2,0,0,53.5,28.5,-3.5,6.2,1.192307692
Tyler Eifert,Main-19-FD-13,4700,TE,CIN,5.2,0,0,43,20.3,2.5,1.7,0.326923077
Noah Fant,Main-19-FD-09,4600,TE,DEN,5.2,0,0,39,17.5,4,19,3.653846154
Trey Burton,Main-19-FD-05,4800,TE,CHI,5.2,0,0,39.5,23,-6.5,3.1,0.596153846
Jordan Akins,Main-19-FD-05,4800,TE,HOU,5.2,0,0,49,26.5,-4,2.6,0.5
Dan Arnold,Main-20-FD-03,4300,TE,ARI,5.2,0,0,55.5,30,-4.5,1.6,0.307692308
Jimmy Graham,Main-20-FD-03,5100,TE,CHI,5.2,0,0,46,21.8,2.5,21,4.038461538
Jimmy Graham,Main-20-FD-01,5000,TE,CHI,5.2,0,1.04,42.5,20,2.5,10,1.923076923
Gerald Everett,Main-20-FD-15,5000,TE,LAR,5.1,0,0,44,30.75,-17.5,3.8,0.745098039
Jordan Akins,Main-20-FD-11,4900,TE,HOU,5.1,0,0,49.5,23.5,2.5,10.8,2.117647059
Trey Burton,Main-20-FD-11,5200,TE,IND,5.1,0,0,52,26.8,-1.5,9.5,1.862745098
Albert Okwuegbunam,Main-20-FD-08,4700,TE,DEN,5.1,0,0,44.5,20.8,3,7.4,1.450980392
Hayden Hurst,Main-19-FD-17,4700,TE,BAL,5.1,0,0,35,16.5,2,4.5,0.882352941
Jonnu Smith,Main-19-FD-12,5300,TE,TEN,5.1,0,0,42,23.3,-4.5,0.4,0.078431373
Tyler Eifert,Main-19-FD-07,4500,TE,CIN,5.1,0,0,44.5,20.3,4,2,0.392156863
Tyler Eifert,Main-19-FD-06,4500,TE,CIN,5.1,0,0,47,18.3,10.5,2.3,0.450980392
Jason Witten,Main-19-FD-02,4700,TE,DAL,5.1,0,0,46.5,26.3,-6,10.5,2.058823529
Logan Thomas,Main-20-FD-01,4000,TE,WAS,5.1,0,1.28,41.5,18,5.5,11.7,2.294117647
Gerald Everett,Main-20-FD-17,4500,TE,LAR,5,0,0,42,21.5,-1,3.5,0.7
Jacob Hollister,Main-20-FD-14,4900,TE,SEA,5,0,0,48,31.5,-15,2.5,0.5
Jordan Akins,Main-20-FD-10,4900,TE,HOU,5,0,0,46,20.8,4.5,1,0.2
Anthony Firkser,Main-20-FD-08,4800,TE,TEN,5,0,0,49.5,28.5,-7.5,4.6,0.92
Richard Rodgers,Main-20-FD-05,4300,TE,PHI,5,0,0,44,18.3,7.5,2.3,0.46
Dawson Knox,Main-19-FD-12,4800,TE,BUF,5,0,0,37,20.3,-3.5,2.1,0.42
Ben Watson,Main-19-FD-08,4900,TE,NE,5,0,0,43,26.3,-9.5,3.1,0.62
Kyle Rudolph,Main-19-FD-07,4500,TE,MIN,5,0,0,43.5,23,-2.5,14.3,2.86
Geoff Swaim,Main-19-FD-06,4200,TE,JAC,5,0,0,42.5,22.5,-2.5,1,0.2
Kyle Rudolph,Main-19-FD-06,4500,TE,MIN,5,0,0,44,23.8,-3.5,5.1,1.02
James O'Shaughnessy,Main-19-FD-05,4500,TE,JAC,5,0,0,41,19,3,7.2,1.44
Dallas Goedert,Main-19-FD-01,5000,TE,PHI,5,0,0,44,27.3,-10.5,2.6,0.52
Tyler Eifert,Main-20-FD-16,4600,TE,JAC,4.9,0,0,47,18.8,9.5,2.7,0.551020408
Zach Ertz,Main-20-FD-15,5300,TE,PHI,4.9,0,0,48.5,21,6.5,7.9,1.612244898
Dan Arnold,Main-20-FD-15,5200,TE,ARI,4.9,0,0,48.5,27.5,-6.5,6.9,1.408163265
Ross Dwelley,Main-20-FD-10,5000,TE,SF,4.9,0,0,49.5,20,9.5,2.7,0.551020408
Anthony Firkser,Main-20-FD-09,4900,TE,TEN,4.9,0,0,46.5,26.5,-6.5,3.4,0.693877551
Ian Thomas,Main-20-FD-07,4600,TE,CAR,4.9,0,0,49.5,21.3,7,1.6,0.326530612
Cameron Brate,Main-19-FD-15,5200,TE,TB,4.9,0,0,46,25.8,-5.5,4.8,0.979591837
Jonnu Smith,Main-19-FD-14,4900,TE,TEN,4.9,0,0,47,25,-3,10.4,2.12244898
David Njoku,Main-19-FD-14,4900,TE,CLE,4.9,0,0,43,24.8,-6.5,0.9,0.183673469
Nick O'Leary,Main-19-FD-13,4800,TE,JAC,4.9,0,0,46.5,21.8,3,1.1,0.224489796
Josh Oliver,Main-19-FD-11,4000,TE,JAC,4.9,0,0,41.5,19.5,2.5,1,0.204081633
Dawson Knox,Main-19-FD-11,4500,TE,BUF,4.9,0,0,41.5,24.3,-7,10.2,2.081632653
Noah Fant,Main-19-FD-03,4600,TE,DEN,4.9,0,0,42,17.5,7,3.2,0.653061224
